,날짜,S&P500,미국채10년,GSCI,기준금리,last_gdp,last_unem,last_infl,CPI,달러인덱스,비율,종가,변동 %,updown
0,2021-05-04,11.09739100019608,48.19277108433735,16.281367741114085,-0.25,-3.4,6.7,1.4,2.0291592150631077,-0.287315356018803,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,164.66",-0.67%,0
1,2021-05-03,12.571347031963478,51.82072829131652,17.105959517963576,-0.25,-3.4,6.7,1.4,1.9710191155362216,0.3242649079417441,"(Decimal('0.1'), Decimal('0.1'), Decimal('0.5'), Decimal('0.3'))","4,192.66",0.27%,1
2,2021-04-30,11.197450480279246,55.988593155893525,17.876969872132317,-0.25,-3.4,6.7,1.4,1.990275343223178,0.0264991332575173,"(Decimal('0.1'), Decimal('0.1'), Decimal('0.5'), Decimal('0.3'))","4,181.17",-0.72%,0
3,2021-04-29,11.528566134420409,59.03257650542943,16.264624253235997,-0.25,-3.4,6.7,1.4,1.980892108508478,0.1835734902186258,"(Decimal('0.1'), Decimal('0.1'), Decimal('0.5'), Decimal('0.3'))","4,211.47",0.68%,1
4,2021-04-28,8.756708454340957,57.30880929332044,15.444055415485671,-0.25,-3.4,6.7,1.4,1.971506237561284,0.2780229479258554,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,183.18",-0.08%,0
5,2021-04-27,8.618131640106236,51.79090029041629,15.112552561921246,-0.25,-3.4,6.7,1.4,1.9621177292704812,0.7010693526201414,"(Decimal('0.1'), Decimal('0.1'), Decimal('0.5'), Decimal('0.3'))","4,186.72",-0.02%,0
6,2021-04-26,8.816937266202789,43.55432780847144,15.346239052737449,-0.25,-3.4,6.7,1.4,1.905289843770697,0.5156407334048819,"(Decimal('0.1'), Decimal('0.1'), Decimal('0.5'), Decimal('0.3'))","4,187.62",0.18%,1
7,2021-04-23,7.316503463471968,39.04418394950406,12.87743408245142,-0.25,-3.4,6.7,1.4,1.9245373004266293,1.2293264754134643,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,180.17",1.09%,1
8,2021-04-22,8.348455936757667,44.75394614670381,12.09334744930467,-0.25,-3.4,6.7,1.4,1.9151355887289203,1.111764510080231,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,134.98",-0.92%,0
9,2021-04-21,8.845431979172966,43.4065934065934,12.931526396696777,-0.25,-3.4,6.7,1.4,1.9057312330076144,0.8378560611922424,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,173.42",0.93%,1
10,2021-04-20,10.48258475419625,48.11407543698253,13.37640951406082,-0.25,-3.4,6.7,1.4,1.896324232147239,0.6344223882576574,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,134.94",-0.68%,0
11,2021-04-19,10.273373485722724,40.83259521700621,11.603634971675469,-0.25,-3.4,6.7,1.4,1.8824214991593904,0.8704850474910107,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,163.26",-0.53%,0
12,2021-04-16,9.46443945152552,44.13919413919413,12.783952015792888,-0.25,-3.4,6.7,1.4,1.873004598495557,1.5551737515934063,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,185.47",0.36%,1
13,2021-04-15,8.509703540207141,44.72984942426926,11.983383526141631,-0.25,-3.4,6.7,1.4,1.8635850469273303,1.4833838864657862,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,170.42",1.11%,1
14,2021-04-14,9.000397409207787,41.60839160839164,10.720923758846268,-0.25,-3.4,6.7,1.4,1.854162843335168,1.9763723574347147,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,124.66",-0.41%,0
15,2021-04-13,7.930336655615632,49.151027703306525,9.500208369893189,-0.25,-3.4,6.7,1.4,1.8447379865989608,1.8818690431436864,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,141.59",0.33%,1
16,2021-04-12,8.544372849184635,53.74653098982424,10.72399354428082,-0.25,-3.4,6.7,1.4,1.8164474863149067,2.322689523471154,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,127.99",-0.02%,0
17,2021-04-09,9.312085461055355,56.49663137632339,11.24353913219441,-0.25,-3.4,6.7,1.4,1.807012005788264,2.537002594914864,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,128.80",0.77%,1
18,2021-04-08,9.474195435299412,75.81151832460733,11.132141896995368,-0.25,-3.4,6.7,1.4,1.7975738665073422,3.31836160085808,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,097.17",0.42%,1
19,2021-04-07,10.08714685257995,80.61002178649235,14.222865475615832,-0.25,-3.4,6.7,1.4,1.788133067348154,3.287141115547644,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,079.95",0.15%,1
20,2021-04-06,8.56853040545037,86.35371179039302,12.801611569307347,-0.25,-3.4,6.7,1.4,1.7786896071861649,3.0608269797985423,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,073.94",-0.10%,0
21,2021-04-05,7.712403939936332,80.66954643628509,15.61633128990762,-0.25,-3.4,6.7,1.4,1.734504951299062,3.396222217278124,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,077.91",1.44%,1
22,2021-04-01,6.596387481754956,85.53191489361703,14.890574531689907,-0.25,-3.4,6.7,1.4,1.7215607176537016,4.001160079867041,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","4,019.87",1.18%,1
23,2021-03-31,5.975059967446245,85.26543878656554,16.090047332294557,-0.25,-3.4,6.7,1.4,1.7086144578609674,3.7845592651082,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,972.89",0.36%,1
24,2021-03-30,7.238067976214271,85.42116630669547,16.656051460716835,-0.25,-3.4,6.7,1.4,1.69566617144514,2.969814455829407,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,958.55",-0.32%,0
25,2021-03-29,7.710819211872047,77.14285714285715,16.55555999279121,-0.25,-3.4,6.7,1.4,1.6647683794092667,2.797783933518012,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,971.09",-0.09%,0
26,2021-03-26,6.02778214717703,77.3072747014115,15.343864794984052,-0.25,-3.4,6.7,1.4,1.6518115904559052,2.7518264334735334,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,974.54",1.66%,1
27,2021-03-25,5.256406092689417,72.06823027718552,17.292661976437685,-0.25,-3.4,6.7,1.4,1.6388527722781876,2.191151458926948,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,909.52",0.52%,1
28,2021-03-24,5.421616914819341,71.64021164021166,12.485537601221557,-0.25,-3.4,6.7,1.4,1.625891924399388,2.665955152364113,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,889.14",-0.55%,0
29,2021-03-23,5.859265865766911,81.28342245989305,16.962894085214373,-0.25,-3.4,6.7,1.4,1.6288481168810554,1.987704690227115,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,910.52",-0.76%,0
30,2021-03-22,5.726027175190543,88.04347826086956,18.11194186688145,-0.25,-3.4,6.7,1.4,1.574028226332918,2.433670228769456,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,940.59",0.70%,1
31,2021-03-19,5.977340024143218,87.26673984632272,17.18434330304498,-0.25,-3.4,6.7,1.4,1.5610572227921429,1.6722185947166417,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,913.10",-0.06%,0
32,2021-03-18,8.954925167718079,83.29621380846324,22.96480924278772,-0.25,-3.4,6.7,1.4,1.5480841866866433,1.134842770078196,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,915.46",-1.48%,0
33,2021-03-17,8.168507367352175,80.91517857142857,23.844549740095555,-0.25,-3.4,6.7,1.4,1.5351091175386913,1.2663808400656895,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,974.12",0.29%,1
34,2021-03-16,8.201521223521718,77.37306843267108,24.03198538516588,-0.25,-3.4,6.7,1.4,1.5380455865818154,0.9695504012311806,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,962.71",-0.16%,0
35,2021-03-15,7.365457604783245,73.24093816631131,26.386951521590014,-0.25,-3.4,6.7,1.4,1.483188500960297,0.944725831314693,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,968.94",0.65%,1
36,2021-03-12,6.403943547842532,66.66666666666666,27.168250775597123,-0.25,-3.4,6.7,1.4,1.4702032594275376,0.3677964054763326,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,943.34",0.10%,1
37,2021-03-11,5.602715089004212,63.9008620689655,24.8225272960822,-0.25,-3.4,6.7,1.4,1.4572159819823505,0.9453873889719456,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,939.34",1.04%,1
38,2021-03-10,4.766539068751492,57.040082219938334,23.958723816390503,-0.25,-3.4,6.7,1.4,1.4442266681459135,1.2942096509489005,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,898.81",0.60%,1
39,2021-03-09,4.217120478247592,75.96048298572995,25.31611319808114,-0.25,-3.4,6.7,1.4,1.4471433686559132,1.808278386662845,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,875.44",1.42%,1
40,2021-03-08,4.713260525318814,68.12366737739872,26.466111293367472,-0.25,-3.4,6.7,1.4,1.392249039305263,1.4021473136532898,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,821.35",-0.54%,0
41,2021-03-05,2.8947835465330582,67.59956942949407,24.76190014301618,-0.25,-3.4,6.7,1.4,1.3792495363245174,0.5805849750315651,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,841.94",1.95%,1
42,2021-03-04,5.469636600094424,76.24703087885987,22.3665030524232,-0.25,-3.4,6.7,1.4,1.3662479940763284,-0.3888408162371206,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,768.47",-1.34%,0
43,2021-03-03,6.374867728503307,66.0332541567696,20.91131728461015,-0.25,-3.4,6.7,1.4,1.3561833964717154,-1.1626641119989525,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,819.72",-1.31%,0
44,2021-03-02,7.498519140964007,61.67800453514738,21.233662818568803,-0.25,-3.4,6.7,1.4,1.3679013630056107,-0.8333242557270624,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,870.29",-0.81%,0
45,2021-03-01,4.834117747379256,58.98305084745763,22.94553637026674,-0.25,-3.4,6.7,1.4,1.3207522834318035,-1.1786964747841475,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,901.82",2.38%,1
46,2021-02-26,7.03686000911228,78.1140861466822,28.6984333905577,-0.25,-3.4,6.7,1.4,1.308661904421206,-2.260897852960305,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,811.15",-0.48%,0
47,2021-02-25,10.341134604249,66.50485436893206,30.114086031605424,-0.25,-3.4,6.7,1.4,1.2965689254206323,-2.512595411594264,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,829.34",-2.45%,0
48,2021-02-24,8.361554160257073,59.50118764845605,29.2214798129886,-0.25,-3.4,6.7,1.4,1.3062612140753722,-2.41138589750527,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,925.43",1.14%,1
49,2021-02-23,8.652695366038921,57.35632183908046,28.288982291807223,-0.25,-3.4,6.7,1.4,1.294162773497968,-2.4760521867279386,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,881.37",0.13%,1
50,2021-02-22,8.233204877089257,55.4524361948956,26.32858406352821,-0.25,-3.4,6.7,1.4,1.2360650011985943,-2.110257715765193,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,876.50",-0.77%,0
51,2021-02-19,7.914726309723703,42.371020856201966,27.368011878776887,-0.25,-3.4,6.7,1.4,1.2239564046313969,-1.9459295655750144,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,906.71",-0.19%,0
52,2021-02-18,9.655941871330343,42.76169265033408,29.054156357691337,-0.25,-3.4,6.7,1.4,1.2118452021952906,-1.814746842275718,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,913.97",-0.44%,0
53,2021-02-17,11.184022663209884,48.47112117780294,26.926773126653263,-0.25,-3.4,6.7,1.4,1.221517435028441,-2.422641509433962,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,931.33",-0.03%,0
54,2021-02-16,10.137264671141391,23.848515864892526,24.530197896588405,-0.25,-3.4,6.7,1.4,1.1403610979292182,-2.6743835793278588,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,932.59",-0.06%,0
55,2021-02-12,10.459649192081294,21.354166666666675,23.139651821979825,-0.25,-3.4,6.7,1.4,1.1282343758723188,-2.8068025455796395,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,934.83",0.47%,1
56,2021-02-11,10.121954654274049,21.64502164502165,25.74391523075136,-0.25,-3.4,6.7,1.4,1.1161050423597376,-2.5588768115942075,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,916.38",0.17%,1
57,2021-02-10,11.448835141789,41.46341463414634,29.74397562531896,-0.25,-3.4,6.7,1.4,1.103973096547786,-2.4656204497654115,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,909.88",-0.03%,0
58,2021-02-09,11.540970530843634,53.52480417754568,27.0265828434612,-0.25,-3.4,6.7,1.4,1.1136177626825077,-1.4161019246408213,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,911.23",-0.11%,0
59,2021-02-08,12.87636781822828,51.621271076524,25.10666636670988,-0.25,-3.4,6.7,1.4,1.0554191734209473,-1.6040468675688626,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,915.59",0.74%,1
60,2021-02-05,14.917071317479728,26.78571428571428,26.44383129773324,-0.25,-3.4,6.7,1.4,1.0432741534448442,-2.0243868495145168,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,886.83",0.39%,1
61,2021-02-04,15.706716129344104,33.68544600938967,27.25387346962504,-0.25,-3.4,6.7,1.4,1.0311265160999032,-2.578024796921768,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,871.74",1.09%,1
62,2021-02-03,17.013969589842073,25.286041189931343,27.49438165808049,-0.25,-3.4,6.7,1.4,1.0189762605398869,-3.1398374847310038,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,830.17",0.10%,1
63,2021-02-02,14.01010842539976,29.84356197352588,26.277266733774933,-0.25,-3.4,6.7,1.4,1.0160471678116825,-3.261308776929465,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,826.31",1.39%,1
64,2021-02-01,13.549554727410008,38.37209302325581,22.52321650948636,-0.25,-3.4,6.7,1.4,0.9781167354926952,-3.626419230237187,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,773.86",1.61%,1
65,2021-01-29,11.699718050656514,36.44617380025941,18.72999596123935,-0.25,-3.4,6.7,1.4,0.96854610422757,-3.1924118660942726,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,714.24",-1.93%,0
66,2021-01-28,10.285300958256032,26.151930261519286,20.886879999443625,-0.25,-3.4,6.7,1.4,0.9589745988679425,-2.461071593831724,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,787.38",0.98%,1
67,2021-01-27,11.087640929303772,22.829964328180733,19.134837423690325,-0.25,-3.4,6.7,1.4,0.9494022192940588,-3.1125059111818074,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,750.77",-2.57%,0
68,2021-01-26,11.636634245357603,19.976771196283384,17.601024570208203,-0.25,-3.4,6.7,1.4,0.9490495764961844,-2.5785587236565477,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,849.62",-0.15%,0
69,2021-01-25,11.81495884222659,32.277710109622426,16.933152975478343,-0.25,-3.4,6.7,1.4,0.9111039564601334,-2.960285701992164,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,855.36",0.36%,1
70,2021-01-22,11.906352378075708,41.0941475826972,17.040915027985864,-0.25,-3.4,6.7,1.4,0.9015272040178836,-2.669575265391644,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,841.47",-0.30%,0
71,2021-01-21,12.39976421976585,39.507772020725376,17.977483638336576,-0.25,-3.4,6.7,1.4,0.8919495766424208,-2.77482240921646,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,853.07",0.03%,1
72,2021-01-20,9.04469531920512,45.79439252336449,17.464692617919415,-0.25,-3.4,6.7,1.4,0.8823710742137943,-3.1606888653416,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,851.85",1.39%,1
73,2021-01-19,8.179218795753497,47.090663058186735,17.10672349690811,-0.25,-3.4,6.7,1.4,0.8394409076169306,-3.1223646708440493,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,798.91",0.81%,1
74,2021-01-15,8.796188805476008,55.29573590096286,18.848815775941656,-0.25,-3.4,6.7,1.4,0.8298582554551941,-3.887539418733488,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,768.25",-0.72%,0
75,2021-01-14,8.482800055809777,49.79423868312759,19.1979896490109,-0.25,-3.4,6.7,1.4,0.8202747275812078,-3.247434826382191,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,795.54",-0.38%,0
76,2021-01-13,7.553859125917466,47.774869109947645,20.07990636815965,-0.25,-3.4,6.7,1.4,0.810690323874904,-3.711939787889164,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,809.84",0.23%,1
77,2021-01-12,9.274315311765738,46.85494223363285,16.2411757950765,-0.25,-3.4,6.7,1.4,0.8011050442162582,-2.85916824196598,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,801.19",0.04%,1
78,2021-01-11,10.962246469944846,43.64569961489088,16.996354534129324,-0.25,-3.4,6.7,1.4,0.7723439483251058,-3.2203298769677104,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,799.61",-0.66%,0
79,2021-01-08,11.23981926918072,37.88265306122448,17.510990359757137,-0.25,-3.4,6.7,1.4,0.7627551636558627,-4.118614385785067,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,824.68",0.55%,1
80,2021-01-07,11.520254689894228,41.55313351498637,16.999867002676,-0.25,-3.4,6.7,1.4,0.7531655024336302,-4.4578236085313545,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,803.79",1.48%,1
81,2021-01-06,9.33600889506928,22.75064267352184,18.55885012501307,-0.25,-3.4,6.7,1.4,0.7435749645381422,-4.624295954941109,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,748.14",0.57%,1
82,2021-01-05,10.518629570785205,30.397727272727288,18.38793066151339,-0.25,-3.4,6.7,1.4,0.7339835498491989,-3.955315623496716,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,726.86",0.71%,1
83,2021-01-04,11.1000354945575,34.90427098674521,16.723209140633113,-0.25,-3.4,6.7,1.4,0.6973242537336957,-4.2754155618737295,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,700.65",-1.48%,0
84,2020-12-31,10.973535533749628,34.98542274052478,14.029851921760248,-0.25,2.3,3.6,2.3,0.6940479588923931,-4.386638510270685,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,756.07",0.64%,1
85,2020-12-30,11.739574932468294,44.3932411674347,14.888229455294224,-0.25,2.3,3.6,2.3,0.6882561988146576,-4.268208289416249,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,732.04",0.13%,1
86,2020-12-29,11.45005370569281,40.27355623100304,12.229140045131992,-0.25,2.3,3.6,2.3,0.6824641984714213,-3.8881258849957954,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,727.04",-0.22%,0
87,2020-12-28,12.266330348101835,41.15853658536586,13.77969332259478,-0.25,2.3,3.6,2.3,0.653030035723848,-4.296833577230606,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,735.36",0.87%,1
88,2020-12-24,13.658022725382637,41.46706586826346,13.666178403887008,-0.25,2.3,3.6,2.3,0.6514126630148932,-4.585876935425951,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,703.06",0.35%,1
89,2020-12-23,13.91260828194704,36.041358936484485,12.258187550409474,-0.25,2.3,3.6,2.3,0.645619297632398,-4.076530287942029,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,690.01",0.07%,1
90,2020-12-22,11.44147160216795,39.79135618479879,13.166458605066442,-0.25,2.3,3.6,2.3,0.6398256918879158,-4.758425717099202,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,687.26",-0.21%,0
91,2020-12-21,13.05523215058548,41.25560538116591,15.006970699708791,-0.25,2.3,3.6,2.3,0.6182686025416403,-4.3236401540130585,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,694.92",-0.39%,0
92,2020-12-18,12.140793560417784,34.14634146341465,10.621825930427898,-0.25,2.3,3.6,2.3,0.6124741890126361,-4.20882968276333,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,709.41",-0.35%,0
93,2020-12-17,10.251980184747731,33.526850507982594,9.976460721558103,-0.25,2.3,3.6,2.3,0.6108540572118071,-2.78961184267149,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,722.48",0.58%,1
94,2020-12-16,9.131026823295892,30.515759312320927,10.809128940292618,-0.25,2.3,3.6,2.3,0.6050590089810676,-2.753606040723239,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,701.17",0.18%,1
95,2020-12-15,7.241267787839585,32.058823529411754,12.12989224415258,-0.25,2.3,3.6,2.3,0.5992637202835804,-2.681511514410443,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,694.62",1.29%,1
96,2020-12-14,8.272992191609973,32.54437869822485,12.556481309874926,-0.25,2.3,3.6,2.3,0.5777026584852473,-2.2721168824192888,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,647.49",-0.44%,0
97,2020-12-11,9.791467747390731,35.426008968609864,12.94248972236601,-0.25,2.3,3.6,2.3,0.5719065616987595,-2.251592905114531,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,663.46",-0.13%,0
98,2020-12-10,9.99134520647223,37.53665689149558,11.010806166273184,-0.25,2.3,3.6,2.3,0.5702836692711715,-2.397128161165876,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,668.10",-0.13%,0
99,2020-12-09,8.923023513074586,31.94842406876792,9.849344996185874,-0.25,2.3,3.6,2.3,0.5644869374588561,-2.5318490105109763,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,672.82",-0.79%,0
100,2020-12-08,10.808442182097576,36.07038123167155,11.629367557258009,-0.25,2.3,3.6,2.3,0.5586899650749935,-2.647494048767928,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,702.25",0.28%,1
101,2020-12-07,7.941732614328729,34.95145631067961,8.257016988194644,-0.25,2.3,3.6,2.3,0.537124929425981,-2.93982298990807,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,691.96",-0.19%,0
102,2020-12-04,6.126087535382883,43.23899371069182,6.585134353697884,-0.25,2.3,3.6,2.3,0.5375860598496451,-2.15813371585111,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,699.12",0.88%,1
103,2020-12-03,2.462271422347831,44.75308641975308,5.610385984899214,-0.25,2.3,3.6,2.3,0.5317878073519681,-1.7447941940841007,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,666.72",-0.06%,0
104,2020-12-02,3.850679823628648,38.24404761904761,3.1098521806192383,-0.25,2.3,3.6,2.3,0.5259893141846531,-1.6556434065105523,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,669.01",0.18%,1
105,2020-12-01,3.4659787275984177,19.26345609065156,4.103674719368224,-0.25,2.3,3.6,2.3,0.5172758368884387,-0.5187519629184392,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,662.45",1.13%,1
106,2020-11-30,3.7154968201344833,16.298342541436465,4.264155044512809,-0.25,2.3,3.6,2.3,0.4924763926360995,-0.358185626987657,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,621.63",-0.46%,0
107,2020-11-27,4.164095794291943,16.976127320954905,4.457343116244579,-0.25,2.3,3.6,2.3,0.4936770241025796,-0.4470713040842734,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,638.35",0.24%,1
108,2020-11-25,4.50394253075116,28.63372093023257,3.65189618541096,-0.25,2.3,3.6,2.3,0.4904760605444339,-0.8291124947575581,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,629.65",-0.16%,0
109,2020-11-24,3.890382794849614,24.854651162790702,1.3976038602068586,-0.25,2.3,3.6,2.3,0.4872746126071872,-0.539808163791986,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,635.41",1.62%,1
110,2020-11-23,3.679676388986027,25.99388379204892,1.5130049247260553,-0.25,2.3,3.6,2.3,0.4624616392238824,-0.6708306905041006,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","3,577.59",0.56%,1
