,날짜,S&P500,미국채10년,GSCI,기준금리,last_gdp,last_unem,last_infl,CPI,달러인덱스,비율,종가,변동 %,updown
2676,2010-09-10,1.5954510323506816,-16.932330827067673,3.107554165641428,0.25,-2.6,9.9,2.7,0.5260711990588923,-5.515499845744253,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,109.55",0.49%,1
2677,2010-09-09,4.090215877767132,-16.488357457520454,4.484199347310146,0.25,-2.6,9.9,2.7,0.5206741983893501,-5.261225707271183,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,104.18",0.48%,1
2678,2010-09-08,2.809792843691141,-18.532455315145818,6.216116698539212,0.25,-2.6,9.9,2.7,0.5152765254973944,-5.789503610621491,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,098.87",0.64%,1
2679,2010-09-07,5.144363951374143,-14.113159567705022,6.601201449843414,0.25,-2.6,9.9,2.7,0.474902482231442,-7.1762006487855095,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,091.84",-1.15%,0
2680,2010-09-03,2.3683419728044286,-18.173316708229432,6.11738240508491,0.25,-2.6,9.9,2.7,0.4695012860506017,-6.739540824977662,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,104.51",1.32%,1
2681,2010-09-02,-2.043832685001312,-23.41941228851292,1.828601545819976,0.25,-2.6,9.9,2.7,0.4766166021296347,-6.528902224990082,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,090.10",0.91%,1
2682,2010-09-01,-4.465667619585224,-26.202569465192703,1.2892273746934926,0.25,-2.6,9.9,2.7,0.4776491654732447,-4.540555415414949,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,080.29",2.95%,1
2683,2010-08-31,-2.035098205863396,-22.46399019307386,3.9331051282862433,0.25,-2.6,9.9,2.7,0.4786818574836706,-4.202493180013118,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,049.33",0.04%,1
2684,2010-08-30,-2.278297427047683,-19.86073266727218,2.483710719651083,0.25,-2.6,9.9,2.7,0.4692589774591969,-4.332084174113567,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,048.92",-1.47%,0
2685,2010-08-27,-5.062281290228992,-26.09472743521001,0.0275332439801599,0.25,-2.6,9.9,2.7,0.4586002622991673,-4.156753135755688,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,064.59",1.66%,1
2686,2010-08-26,-1.1817032632613995,-20.457393483709275,1.802908817078969,0.25,-2.6,9.9,2.7,0.4520151407325253,-3.420180338888753,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,047.22",-0.77%,0
2687,2010-08-25,-2.0632570784801247,-21.265822784810133,4.098351113356431,0.25,-2.6,9.9,2.7,0.4454301971497008,-4.628398514511023,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,055.33",0.33%,1
2688,2010-08-24,-0.5858520001862982,-18.636647904940588,3.9164741498441895,0.25,-2.6,9.9,2.7,0.4388454315434518,-4.212319307614412,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,051.87",-1.45%,0
2689,2010-08-23,-1.471007364230617,-19.22126081582201,4.505690589642657,0.25,-2.6,9.9,2.7,0.4218062735441237,-3.679766496403635,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,067.36",-0.40%,0
2690,2010-08-20,0.3770098638471982,-19.931592039801,5.399898444966492,0.25,-2.6,9.9,2.7,0.4125081487399223,-3.503746916539041,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,071.69",-0.37%,0
2691,2010-08-19,-1.8734585893009168,-21.721068249258167,4.515031610989395,0.25,-2.6,9.9,2.7,0.4059242729083412,-3.9623830303596015,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,075.63",-1.69%,0
2692,2010-08-18,-2.5214132762312627,-21.23471518043544,3.7019132390333658,0.25,-2.6,9.9,2.7,0.3993405750100491,-4.871735613589101,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,094.16",0.15%,1
2693,2010-08-17,-5.062712192376022,-26.296190203380128,2.593140741576149,0.25,-2.6,9.9,2.7,0.392757055037833,-5.359903796598514,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,092.54",1.22%,1
2694,2010-08-16,-4.968829247675407,-22.46020260492041,0.1148845360519825,0.25,-2.6,9.9,2.7,0.3757201314894308,-3.865612373664285,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,079.38",0.01%,1
2695,2010-08-13,-6.378732374896336,-22.165677127509184,-2.937009440814386,0.25,-2.6,9.9,2.7,0.3664247542654302,-4.017116814138765,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,079.25",-0.40%,0
2696,2010-08-12,-7.015627267063255,-24.754970596471583,-2.342207132990404,0.25,-2.6,9.9,2.7,0.3598421238153864,-3.4144969651519785,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,083.61",-0.54%,0
2697,2010-08-11,-3.0048711271078674,-21.5197051318401,-0.1038928230895604,0.25,-2.6,9.9,2.7,0.353259671248188,-4.758317935198362,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,089.47",-2.82%,0
2698,2010-08-10,-2.7540893138920315,-20.17494356659142,1.1544099441659053,0.25,-2.6,9.9,2.7,0.3466773965565459,-4.519400092184414,"(Decimal('0.1'), Decimal('0.3'), Decimal('0.5'), Decimal('0.1'))","1,121.06",-0.60%,0
2699,2010-08-09,0.968601469105573,-17.48538011695906,2.684514226456469,0.25,-2.6,9.9,2.7,0.3296427069186576,-4.55208395091006,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,127.79",0.55%,1
2700,2010-08-06,-0.207419226166746,-14.654919236417024,2.9248845750785577,0.25,-2.6,9.9,2.7,0.3203500764017949,-4.404729562125703,"(Decimal('0.1'), Decimal('0.3'), Decimal('0.5'), Decimal('0.1'))","1,121.64",-0.37%,0
2701,2010-08-05,-3.313405439714538,-16.723068245910884,0.6169474912902986,0.25,-2.6,9.9,2.7,0.3137686909799905,-4.767951838395232,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,125.81",-0.13%,0
2702,2010-08-04,-4.527948193592355,-19.14952751528628,-2.558330612851155,0.25,-2.6,9.9,2.7,0.3071874833905674,-4.175771971496443,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,127.24",0.61%,1
2703,2010-08-03,-6.354698650874195,-19.745395449620805,-6.323900465372785,0.25,-2.6,9.9,2.7,0.3006064536262526,-2.836216300451924,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,120.46",-0.48%,0
2704,2010-08-02,-7.170364627661828,-20.606723148401205,-7.919083642857854,0.25,-2.6,9.9,2.7,0.2845835273214571,-0.9029235791696498,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,125.86",2.20%,1
2705,2010-07-30,-8.721556538888613,-19.892761394101875,-8.119349029156158,0.25,-2.6,9.9,2.7,0.2754147755664665,-0.289056115915155,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,101.60",0.01%,1
2706,2010-07-29,-7.154008863819483,-20.626493230687544,-8.692641125738067,0.25,-2.6,9.9,2.7,0.2689558411625743,0.1813512493762258,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,101.53",-0.42%,0
2707,2010-07-28,-5.902628177509704,-17.438396967235313,-8.56501671385864,0.25,-2.6,9.9,2.7,0.2624971306749294,-0.2508026897679695,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,106.13",-0.69%,0
2708,2010-07-27,-8.00627036838414,-21.3441848254135,-8.823385905904942,0.25,-2.6,9.9,2.7,0.2560386440920188,-0.0826145061353393,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,113.84",-0.10%,0
2709,2010-07-26,-9.416075184016815,-21.404244170814778,-9.343441542592132,0.25,-2.6,9.9,2.7,0.2401393804461864,1.2424186730380569,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,115.01",1.12%,1
2710,2010-07-23,-9.514590417566415,-22.228116710875334,-7.958904620624284,0.25,-2.6,9.9,2.7,0.2302069365740872,1.5754987852462536,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,102.66",0.82%,1
2711,2010-07-22,-11.306532663316595,-22.89994649545211,-10.193336352737155,0.25,-2.6,9.9,2.7,0.2237495693398403,2.3395607355353705,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,093.67",2.25%,1
2712,2010-07-21,-10.24627848604588,-22.20173821437977,-9.559886237774782,0.25,-2.6,9.9,2.7,0.2172924259404689,2.046366254029972,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,069.59",-1.28%,0
2713,2010-07-20,-10.544291535840737,-22.140415461477783,-9.096800867380562,0.25,-2.6,9.9,2.7,0.2108355063642433,1.9275089042530813,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,083.48",1.14%,1
2714,2010-07-19,-10.674171441034114,-22.41379310344828,-10.88526812218513,0.25,-2.6,9.9,2.7,0.1949389550068142,1.914801800135623,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,071.25",0.60%,1
2715,2010-07-16,-9.50671387423969,-21.871741397288844,-11.626363427166853,0.25,-2.6,9.9,2.7,0.1850100660584821,2.2225242142715858,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,064.88",-2.88%,0
2716,2010-07-15,-9.538677569900468,-21.086675291073742,-11.641797692119384,0.25,-2.6,9.9,2.7,0.1785542654236506,3.738909226282814,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,096.48",0.12%,1
2717,2010-07-14,-8.515827278042265,-18.21989528795811,-10.447198663018716,0.25,-2.6,9.9,2.7,0.1720986885422184,4.396507703229504,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,095.17",-0.02%,0
2718,2010-07-13,-9.839696442899172,-20.114643043251696,-12.255440303172575,0.25,-2.6,9.9,2.7,0.1656433354024614,4.69085271317829,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,095.34",1.54%,1
2719,2010-07-12,-9.7465609484498,-21.257407884565826,-11.229451334675227,0.25,-2.6,9.9,2.7,0.1497494954853472,4.287909582114717,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,078.75",0.07%,1
2720,2010-07-09,-9.79316273895014,-22.005141388174813,-11.671590950565632,-0.5,-2.6,9.9,2.7,0.1398241600283618,3.4403810883667134,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,077.96",0.72%,1
2721,2010-07-08,-10.332783627214686,-22.70256277504529,-13.433452544036204,-0.5,-2.6,9.9,2.7,0.1333699254228748,2.860430104894681,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,070.25",0.94%,1
2722,2010-07-07,-13.567729351627666,-25.783619817997977,-15.721798166269815,-0.5,-2.6,9.9,2.7,0.1269159144893635,3.300985149242762,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,060.27",3.13%,1
2723,2010-07-06,-13.883648858047565,-25.21303258145364,-15.705184320454904,-0.5,-2.6,9.9,2.7,0.1063055333757809,3.8004168199092914,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,028.06",0.54%,1
2724,2010-07-02,-12.794329853153386,-23.66925064599483,-13.62341252722152,-0.5,-2.6,9.9,2.7,0.0998522150416882,4.590543234794582,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,022.58",-0.47%,0
2725,2010-07-01,-11.862189271696469,-23.42812418471172,-10.408005047450244,-0.5,-2.6,9.9,2.7,0.0866900027445076,6.556587462332673,"(Decimal('0.5'), Decimal('0.1'), Decimal('0.3'), Decimal('0.1'))","1,027.37",-0.32%,0
2726,2010-06-30,-11.25316423329668,-23.45775012960084,-10.055999529572391,-0.5,-2.6,9.9,2.7,0.0812075023608564,6.211019670074186,"(Decimal('0.5'), Decimal('0.1'), Decimal('0.3'), Decimal('0.1'))","1,030.71",-1.01%,0
2727,2010-06-29,-8.408482637527497,-21.80548370408691,-7.044511243584382,-0.5,-2.6,9.9,2.7,0.075724920627117,5.118794196089943,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,041.24",-3.10%,0
2728,2010-06-28,-7.70022030019115,-19.24175538821086,-4.289349534014648,-0.5,-2.6,9.9,2.7,0.0577919835806076,4.845388611192784,"(Decimal('0.5'), Decimal('0.1'), Decimal('0.3'), Decimal('0.1'))","1,074.57",-0.20%,0
2729,2010-06-25,-7.895481801103169,-19.015717598557075,-6.556215955454777,-0.5,-2.6,9.9,2.7,0.0537937801553652,4.926931615799363,"(Decimal('0.5'), Decimal('0.1'), Decimal('0.3'), Decimal('0.1'))","1,076.76",0.29%,1
2730,2010-06-24,-6.481005720549452,-18.94135962636222,-7.138713103462352,-0.5,-2.6,9.9,2.7,0.0483107916441683,4.420848249499424,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,073.69",-1.68%,0
2731,2010-06-23,-6.716233594794631,-14.157851912123672,-6.676901007483256,-0.5,-2.6,9.9,2.7,0.0428277217720578,5.2395683628480345,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,092.04",-0.30%,0
2732,2010-06-22,-4.512742213568241,-11.41764545206228,-5.902440729696412,-0.5,-2.6,9.9,2.7,0.0373445705371837,6.313025469069762,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,095.31",-1.61%,0
2733,2010-06-21,-3.6546253987412793,-12.672623883021933,-6.088678815422764,-0.5,-2.6,9.9,2.7,0.0194104173526478,6.296749626002997,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,113.20",-0.39%,0
2734,2010-06-18,-4.270777042965095,-13.25366648560565,-7.292883677498725,-0.5,-2.6,9.9,2.7,0.0154111519341291,6.183389935165181,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,117.51",0.13%,1
2735,2010-06-17,-4.4245890534294965,-10.37891268533773,-7.803334127004168,-0.5,-2.6,9.9,2.7,0.0099275938584137,7.39184485330681,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,116.04",0.13%,1
2736,2010-06-16,-3.814706846290516,-9.49904188338352,-7.290971390784643,-0.5,-2.6,9.9,2.7,0.0044439544090939,8.065122103944912,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,114.61",-0.06%,0
2737,2010-06-15,-5.291566348836593,-11.766296997565597,-7.104821859838816,-0.5,-2.6,9.9,2.7,-0.0010397664156286,8.136758547409213,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,115.23",2.35%,1
2738,2010-06-14,-5.077435455960496,-12.692411558196053,-9.699067697097624,-0.5,-2.6,9.9,2.7,-0.0189751358940774,9.15746803866542,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,089.63",-0.18%,0
2739,2010-06-11,-5.511893170121026,-10.834003754357733,-9.595530542683232,-0.5,-2.6,9.9,2.7,-0.022975463504958,9.175851703406805,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,091.60",0.44%,1
2740,2010-06-10,-7.849093496041397,-14.592851384036551,-10.851602509019196,-0.5,-2.6,9.9,2.7,-0.0284595912339839,9.487642408018433,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,086.84",2.95%,1
2741,2010-06-09,-6.878863606471134,-13.810810810810814,-12.283405057921088,-0.5,-2.6,9.9,2.7,-0.0339438003492425,9.952153110047842,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,055.69",-0.59%,0
2742,2010-06-08,-7.73210364514712,-15.452835259338894,-13.200363643740598,-0.5,-2.6,9.9,2.7,-0.0394280908525977,9.748774889895156,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,062.00",1.10%,1
2743,2010-06-07,-6.482831298849559,-12.873438348723512,-12.936993409251924,-0.5,-2.6,9.9,2.7,-0.057364676780901,9.769436330868189,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,050.47",-1.35%,0
2744,2010-06-04,-1.7934584183014772,-6.572379367720456,-9.108353588333111,-0.5,-2.6,9.9,2.7,-0.061366066783287,8.394233159333837,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,064.88",-3.44%,0
2745,2010-06-03,-1.824292315805456,-7.566970450151893,-11.386335594825727,-0.5,-2.6,9.9,2.7,-0.0668507642543424,7.807904696903893,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,102.83",0.41%,1
2746,2010-06-02,-4.256422637730138,-9.562084257206212,-10.560723963021063,-0.5,-2.6,9.9,2.7,-0.0723355431243005,8.3791552111972,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,098.38",2.58%,1
2747,2010-06-01,-2.357243369692837,-8.453436807095347,-8.213566746338973,-0.5,-2.6,9.9,2.7,-0.066191817058883,7.455165994415129,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,070.71",-1.72%,0
2748,2010-05-28,-0.1294715207924077,-7.239568941696602,-8.301734251952425,-0.5,-2.6,9.9,2.7,-0.064099681460652,6.9103525184313215,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,089.41",-1.24%,0
2749,2010-05-27,-3.1724300505920544,-12.11453744493392,-9.51196372077776,-0.5,-2.6,9.9,2.7,-0.0592020253105494,8.458478368970663,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,103.06",3.29%,1
2750,2010-05-26,-2.82382107053672,-14.479025710419476,-13.50410178828809,-0.5,-2.6,9.9,2.7,-0.0566689796905614,7.454860252287912,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,067.95",-0.57%,0
2751,2010-05-25,-1.913941165722622,-13.309840065058284,-11.010539982739456,-0.5,-2.6,9.9,2.7,-0.0541358741318713,6.700858926033487,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,074.03",0.04%,1
2752,2010-05-24,-1.833918466439828,-14.774822228074791,-12.576942053807649,-0.5,-2.6,9.9,2.7,-0.0489013957836243,5.718699789890013,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,073.65",-1.29%,0
2753,2010-05-21,-3.388119043969829,-14.830508474576265,-12.469617133432545,-0.5,-2.6,9.9,2.7,-0.046368138380106,6.35478066637713,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,087.69",1.50%,1
2754,2010-05-20,0.7499435283487648,-11.478854741266083,-10.40020374090948,-0.5,-2.6,9.9,2.7,-0.0414694471828221,7.210109018830535,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,071.59",-3.90%,0
2755,2010-05-19,1.936317086702255,-10.22757697456492,-8.280145517378202,-0.5,-2.6,9.9,2.7,-0.0389359819470424,8.513018082396066,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,115.05",-0.51%,0
2756,2010-05-18,3.842465315516926,-4.695604695604688,-8.178343187458143,-0.5,-2.6,9.9,2.7,-0.036402456757666,7.333954644299474,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,120.80",-1.42%,0
2757,2010-05-17,5.594555141281817,-6.495263870094717,-2.436697793770912,-0.5,-2.6,9.9,2.7,-0.0311673350213049,8.119867092972227,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,136.94",0.11%,1
2758,2010-05-14,7.322410451843818,-4.944907282988448,-0.1422521448698343,-0.5,-2.6,9.9,2.7,-0.0250847636621307,6.133565476930733,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,135.68",-1.88%,0
2759,2010-05-13,9.693576624568166,-3.2249322493224875,1.9760629123859004,-0.5,-2.6,9.9,2.7,-0.0225508946909701,6.076154806491891,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,157.44",-1.21%,0
2760,2010-05-12,7.965287897470387,-3.290375651220172,2.302586465942892,-0.5,-2.6,9.9,2.7,-0.0200169657516263,5.581482405789866,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,171.67",1.37%,1
2761,2010-05-11,9.746011317826524,-0.505334081976412,4.184432728768488,-0.5,-2.6,9.9,2.7,-0.0174829768419964,5.43192899112389,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,155.79",-0.34%,0
2762,2010-05-10,4.191560603644759,-4.228507420890513,3.230050128373424,-0.5,-2.6,9.9,2.7,-0.0122471356176561,5.244903033316768,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,159.73",4.40%,1
2763,2010-05-07,6.117899370714244,-5.6786703601108055,2.3462668668770568,-0.5,-2.6,9.9,2.7,-0.0073464214581926,5.523915875674668,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,110.88",-1.53%,0
2764,2010-05-06,6.250911344415274,-4.343134610196926,1.1914779673813285,-0.5,-2.6,9.9,2.7,-0.0048121326653136,5.151420543240712,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,128.15",-3.24%,0
2765,2010-05-05,6.369865496864008,-1.1538461538461608,3.2305621718404613,-0.5,-2.6,9.9,2.7,-0.00227778388936,4.86612193588939,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,165.87",-0.66%,0
2766,2010-05-04,10.38110889743754,0.984682713347922,9.612688471801288,-0.5,-2.6,9.9,2.7,0.0002566248717976,4.065420560747655,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,173.60",-2.38%,0
2767,2010-05-03,10.505927160643298,1.9788182831661016,10.587312591773976,-0.5,-2.6,9.9,2.7,0.0058756479704457,3.237219843868041,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,202.26",1.31%,1
2768,2010-04-30,11.272163978866422,2.4162548050521715,8.605360503601798,-0.5,-2.6,9.9,2.7,-0.0016101740037124,3.1525423728813498,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,186.69",-1.66%,0
2769,2010-04-29,8.552164009111609,3.2054794520547945,7.029607717886126,-0.5,-2.6,9.9,2.7,-0.0029495858333062,4.342604298356513,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,206.78",1.29%,1
2770,2010-04-28,8.381479073770564,1.988400994200499,4.975729796930988,-0.5,-2.6,9.9,2.7,-0.0042889153507354,4.361607708888041,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,191.36",0.65%,1
2771,2010-04-27,10.509856124291106,4.93112947658403,5.732477257703208,-0.5,-2.6,9.9,2.7,-0.005628162563509,3.822668871644823,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,183.71",-2.34%,0
2772,2010-04-26,11.497032314794458,5.998333796167737,6.982129664209631,-0.5,-2.6,9.9,2.7,-0.0035009806308176,4.01786853860882,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,212.05",-0.43%,0
2773,2010-04-23,8.257201203783323,4.867872044506254,4.341625126947804,-0.5,-2.6,9.9,2.7,-0.0109843285200243,4.14637256151982,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,217.28",0.71%,1
2774,2010-04-22,5.966398369125874,2.3268546400218986,2.719375694445656,-0.5,-2.6,9.9,2.7,-0.0123231643234552,3.503789084888244,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,208.67",0.23%,1
2775,2010-04-21,4.950314284969098,2.6771227690643644,0.9820651232232512,-0.5,-2.6,9.9,2.7,-0.0136619178677351,3.36433121019109,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,205.94",-0.10%,0
2776,2010-04-20,5.412709171412728,3.454842219804129,0.4840070931989153,-0.5,-2.6,9.9,2.7,-0.0150005891604582,4.4494526722472605,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,207.17",0.81%,1
2777,2010-04-19,3.802483325496758,0.7482629609834319,0.8037517606838104,-0.5,-2.6,9.9,2.7,-0.0220870930358599,4.470831182240576,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,197.52",0.45%,1
2778,2010-04-16,5.759898051812025,1.1336672818349514,2.19500478374144,-0.5,-2.6,9.9,2.7,-0.0234252999669516,4.812382129153916,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,192.13",-1.61%,0
2779,2010-04-15,6.550668004435767,3.981705676620934,1.334987145310953,-0.5,-2.6,9.9,2.7,-0.0247634246952604,4.2875698142615954,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,211.67",0.08%,1
2780,2010-04-14,4.38717327241974,-0.1046025104602511,-1.9966293168899856,-0.5,-2.6,9.9,2.7,-0.0261014672282948,4.54486514522821,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,210.65",1.12%,1
2781,2010-04-13,4.497895159740781,0.0521376433785251,-2.471302035686184,-0.5,-2.6,9.9,2.7,-0.0274394275736672,4.57750129600829,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,197.30",0.07%,1
2782,2010-04-12,4.614212264274877,1.4110269140318743,-2.351640706366492,-0.5,-2.6,9.9,2.7,-0.031452815559569,4.617861052089368,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,196.48",0.18%,1
2783,2010-04-09,4.3354380287387615,1.593105249412378,-3.3707466056917537,-0.5,-2.6,9.9,2.7,-0.0327904472300322,4.604058639011574,"(Decimal('0.3'), Decimal('0.1'), Decimal('0.5'), Decimal('0.1'))","1,194.37",0.67%,1
