날짜,종가,오픈,고가,저가,거래량,변동 %
2022년 03월 08일,"4,152.1602","4,053.7930","4,310.0200","3,997.2195",-,2.77%
2022년 03월 07일,"4,040.1919","4,014.9729","4,205.6572","3,967.1821",-,3.03%
2022년 03월 04일,"3,921.4580","3,746.8994","3,923.0803","3,737.4480",-,5.02%
2022년 03월 03일,"3,733.8469","3,740.0864","3,925.9136","3,695.1201",-,-0.03%
2022년 03월 02일,"3,734.8940","3,584.4185","3,771.9070","3,582.7261",-,4.96%
2022년 03월 01일,"3,558.3401","3,371.7695","3,607.7456","3,371.7695",-,5.61%
2022년 02월 28일,"3,369.3010","3,345.5496","3,411.1023","3,345.5496",-,3.13%
2022년 02월 25일,"3,266.9109","3,359.3972","3,393.9436","3,243.7686",-,-2.24%
2022년 02월 24일,"3,341.8611","3,304.0483","3,504.2737","3,303.7231",-,1.33%
2022년 02월 23일,"3,298.0601","3,284.3848","3,325.8003","3,260.2109",-,0.40%
2022년 02월 22일,"3,284.8469","3,241.4993","3,334.9651","3,241.4993",-,1.97%
2022년 02월 18일,"3,221.5049","3,212.1199","3,240.1885","3,164.1191",-,0.26%
2022년 02월 17일,"3,213.0969","3,239.9910","3,239.9910","3,189.9712",-,-0.93%
2022년 02월 16일,"3,243.3430","3,196.6501","3,261.1990","3,186.9480",-,1.46%
2022년 02월 15일,"3,196.6111","3,265.5718","3,265.5918","3,171.2632",-,-2.10%
2022년 02월 14일,"3,265.2900","3,220.0330","3,270.3828","3,203.3071",-,1.45%
2022년 02월 11일,"3,218.6860","3,174.2310","3,243.0884","3,146.9250",-,1.38%
2022년 02월 10일,"3,174.8000","3,179.9272","3,219.8352","3,167.6726",-,-0.09%
2022년 02월 09일,"3,177.7080","3,149.7937","3,185.1394","3,132.1941",-,0.98%
2022년 02월 08일,"3,147.0081","3,183.7104","3,188.6274","3,127.8228",-,-1.14%
2022년 02월 07일,"3,183.1589","3,182.9543","3,212.7336","3,172.4221",-,-0.31%
2022년 02월 04일,"3,193.0991","3,152.5625","3,210.3013","3,152.5625",-,1.26%
2022년 02월 03일,"3,153.4500","3,132.8608","3,154.6555","3,093.4368",-,0.66%
2022년 02월 02일,"3,132.8401","3,111.9807","3,159.3711","3,110.2222",-,0.67%
2022년 02월 01일,"3,111.9990","3,099.4851","3,125.7410","3,073.5332",-,0.47%
2022년 01월 31일,"3,097.5291","3,089.8352","3,120.3398","3,064.6592",-,0.56%
2022년 01월 28일,"3,080.4199","3,072.4812","3,115.4675","3,067.4685",-,0.59%
2022년 01월 27일,"3,062.4990","3,076.4292","3,094.8044","3,048.4978",-,-0.45%
2022년 01월 26일,"3,076.4131","3,032.0562","3,086.1753","3,021.5454",-,1.39%
2022년 01월 25일,"3,034.1370","2,987.1628","3,035.4221","2,984.9490",-,1.57%
2022년 01월 24일,"2,987.1470","3,034.0459","3,042.1565","2,955.2153",-,-1.20%
2022년 01월 21일,"3,023.3730","3,024.0569","3,031.8750","2,976.0459",-,-0.42%
2022년 01월 20일,"3,035.9780","3,027.2075","3,058.3245","3,009.9668",-,0.07%
2022년 01월 19일,"3,033.7749","3,008.1023","3,048.6001","3,005.5940",-,1.20%
