,date,doller,fed,gdp,cpi,sp_close,sp_volume,mi_close,mi_volume,gsci_close,unem,infl,pmi
17,2021-08-05,92.239998,0.1,23202.344,273.092,4429.1,2734220000.0,134.5,1270000.0,2565.155,5.2,5.3,59.7
18,2021-08-04,92.269997,0.1,23202.344,273.092,4402.66,3382620000.0,134.83,1720000.0,2544.9641,5.2,5.3,59.7
19,2021-08-03,92.080002,0.1,23202.344,273.092,4423.15,3305340000.0,135.0,1080000.0,2585.1699,5.2,5.3,59.7
20,2021-08-02,92.050003,0.1,23202.344,273.092,4387.16,2919940000.0,135.0,1380000.0,2601.2791,5.2,5.3,59.7
21,2021-07-30,92.169998,0.07,23202.344,272.184,4395.26,2861600000.0,134.45,1750000.0,2638.689,5.4,5.4,59.9
22,2021-07-29,91.860001,0.1,23202.344,272.184,4419.15,2815510000.0,134.22,1390000.0,2649.4541,5.4,5.4,59.9
23,2021-07-28,92.32,0.1,23202.344,272.184,4400.64,3215130000.0,134.27,1560000.0,2611.614,5.4,5.4,59.9
24,2021-07-27,92.43,0.1,23202.344,272.184,4401.46,3381080000.0,134.47,1200000.0,2598.6621,5.4,5.4,59.9
25,2021-07-26,92.650002,0.1,23202.344,272.184,4422.3,2679110000.0,134.2,1070000.0,2610.387,5.4,5.4,59.9
26,2021-07-23,92.910004,0.1,23202.344,272.184,4411.79,3490730000.0,134.14,916470.0,2596.5049,5.4,5.4,59.9
27,2021-07-22,92.82,0.1,23202.344,272.184,4367.48,2907910000.0,134.25,1450000.0,2592.6121,5.4,5.4,59.9
28,2021-07-21,92.75,0.1,23202.344,272.184,4358.69,3078550000.0,134.11,1910000.0,2562.1641,5.4,5.4,59.9
29,2021-07-20,92.970001,0.1,23202.344,272.184,4323.06,3634190000.0,134.67,2190000.0,2499.6819,5.4,5.4,59.9
30,2021-07-19,92.889999,0.1,23202.344,272.184,4258.49,4155790000.0,134.69,2250000.0,2469.834,5.4,5.4,59.9
31,2021-07-16,92.690002,0.1,23202.344,272.184,4327.16,3165160000.0,133.78,1060000.0,2575.469,5.4,5.4,59.9
32,2021-07-15,92.620003,0.1,23202.344,272.184,4360.03,3226930000.0,133.8,1500000.0,2571.394,5.4,5.4,59.9
33,2021-07-14,92.410004,0.1,23202.344,272.184,4374.3,3213870000.0,133.45,1470000.0,2591.344,5.4,5.4,59.9
34,2021-07-13,92.75,0.1,23202.344,272.184,4369.21,3166900000.0,132.98,2020000.0,2614.229,5.4,5.4,59.9
35,2021-07-12,92.230003,0.1,23202.344,272.184,4384.63,2983980000.0,133.41,1350000.0,2587.051,5.4,5.4,59.9
36,2021-07-09,92.129997,0.1,23202.344,272.184,4369.55,2738280000.0,133.42,1210000.0,2583.979,5.4,5.4,59.9
37,2021-07-08,92.360001,0.1,23202.344,272.184,4320.82,3393780000.0,133.89,1930000.0,2547.741,5.4,5.4,59.9
38,2021-07-07,92.639999,0.1,23202.344,272.184,4358.13,3243900000.0,133.55,1850000.0,2538.991,5.4,5.4,59.9
39,2021-07-06,92.550003,0.1,23202.344,272.184,4343.54,3437900000.0,133.22,1950000.0,2563.1909,5.4,5.4,59.9
40,2021-07-02,92.230003,0.1,23202.344,272.184,4352.34,2628550000.0,132.67,1300000.0,2624.366,5.4,5.4,59.9
41,2021-07-01,92.599998,0.1,23202.344,272.184,4319.94,3077580000.0,132.27,1120000.0,2619.8521,5.4,5.4,59.9
42,2021-06-30,92.440002,0.08,22740.959,270.955,4297.5,3687880000.0,132.5,1720000.0,2597.793,5.9,5.4,60.9
43,2021-06-29,92.050003,0.1,22740.959,270.955,4291.8,3049560000.0,132.27,1040000.0,2568.97,5.9,5.4,60.9
44,2021-06-28,91.879997,0.1,22740.959,270.955,4290.61,3415610000.0,132.27,966670.0,2563.3181,5.9,5.4,60.9
45,2021-06-25,91.809998,0.1,22740.959,270.955,4280.7,6248390000.0,131.86,1250000.0,2568.646,5.9,5.4,60.9
46,2021-06-24,91.82,0.1,22740.959,270.955,4266.49,3141680000.0,132.17,1220000.0,2562.1931,5.9,5.4,60.9
47,2021-06-23,91.800003,0.1,22740.959,270.955,4241.84,3172440000.0,132.19,1300000.0,2560.79,5.9,5.4,60.9
48,2021-06-22,91.730003,0.1,22740.959,270.955,4246.44,3208760000.0,132.36,1380000.0,2546.249,5.9,5.4,60.9
49,2021-06-21,91.860001,0.1,22740.959,270.955,4224.79,3391740000.0,133.06,9790.0,2547.1021,5.9,5.4,60.9
50,2021-06-18,92.230003,0.1,22740.959,270.955,4166.45,6084980000.0,133.16,3520.0,2520.4819,5.9,5.4,60.9
51,2021-06-17,91.889999,0.1,22740.959,270.955,4221.86,3952110000.0,132.91,8410.0,2498.543,5.9,5.4,60.9
52,2021-06-16,91.129997,0.06,22740.959,270.955,4223.7,3722050000.0,132.7,5330.0,2568.7019,5.9,5.4,60.9
53,2021-06-15,90.540001,0.06,22740.959,270.955,4246.59,3578450000.0,133.44,3560.0,2567.2451,5.9,5.4,60.9
54,2021-06-14,90.519997,0.06,22740.959,270.955,4255.15,3612050000.0,133.42,8430.0,2566.4919,5.9,5.4,60.9
55,2021-06-11,90.559998,0.06,22740.959,270.955,4247.44,3204280000.0,133.7,16820.0,2578.6001,5.9,5.4,60.9
56,2021-06-10,90.080002,0.06,22740.959,270.955,4239.18,3502480000.0,133.8,9920.0,2576.521,5.9,5.4,60.9
57,2021-06-09,90.120003,0.06,22740.959,270.955,4219.55,3902870000.0,133.64,20350.0,2567.9231,5.9,5.4,60.9
