,date,fed,gdp,cpi,doller,sp_data,sp_updown
0,2022-03-31,0.25,1.5825977078105309,1.2407541645846711,-0.6237866793763474,4530.41,0
1,2022-03-30,0.25,1.5825977078105309,1.2407541645846711,-0.7012134003818401,4602.45,0
2,2022-03-29,0.25,1.5825977078105309,1.2407541645846711,0.282569392777053,4631.6,1
3,2022-03-28,0.25,1.5825977078105309,1.2407541645846711,0.0202378305887521,4575.52,1
4,2022-03-25,0.25,1.5825977078105309,1.2407541645846711,0.1720801683158265,4543.06,1
5,2022-03-24,0.25,1.5825977078105309,1.2407541645846711,0.1318241695855526,4520.16,1
6,2022-03-23,0.25,1.5825977078105309,1.2407541645846711,-0.0101553459265986,4456.24,0
7,2022-03-22,0.25,1.5825977078105309,1.2407541645846711,0.274108629441628,4511.61,1
8,2022-03-21,0.25,1.5825977078105309,1.2407541645846711,0.2239651769123903,4461.18,0
9,2022-03-18,0.25,1.5825977078105309,1.2407541645846711,-0.3775073895009235,4463.12,1
10,2022-03-17,0.25,1.5825977078105309,1.2407541645846711,-0.7013651362481644,4411.67,1
11,2022-03-16,0.009999999999999995,1.5825977078105309,1.2407541645846711,0.0100958917936813,4357.86,1
12,2022-03-15,0.009999999999999995,1.5825977078105309,1.2407541645846711,-0.0605744005769148,4262.45,1
13,2022-03-14,0.009999999999999995,1.5825977078105309,1.2407541645846711,0.6154166480402518,4173.11,0
14,2022-03-11,0.009999999999999995,1.5825977078105309,1.2407541645846711,0.5481687027069635,4204.31,0
15,2022-03-10,0.009999999999999995,1.5825977078105309,1.2407541645846711,-1.1125824118344112,4259.52,0
16,2022-03-09,0.009999999999999995,1.5825977078105309,1.2407541645846711,-0.2321855488024647,4277.88,1
17,2022-03-08,0.009999999999999995,1.5825977078105309,1.2407541645846711,0.644575479458403,4170.7,0
18,2022-03-07,0.009999999999999995,1.5825977078105309,1.2407541645846711,0.8717698758891023,4201.09,0
19,2022-03-04,0.009999999999999995,1.5825977078105309,1.2407541645846711,0.4090418201345561,4328.87,0
20,2022-03-03,0.009999999999999995,1.5825977078105309,1.2407541645846711,-0.0205411235295295,4363.49,0
21,2022-03-02,0.009999999999999995,1.5825977078105309,1.2407541645846711,0.7186171555849689,4386.54,1
22,2022-03-01,0.009999999999999995,1.5825977078105309,1.2407541645846711,0.0930575958334973,4306.26,0
23,2022-02-28,0.009999999999999995,1.5825977078105309,0.7977072566886543,-0.5381866941155096,4373.94,0
24,2022-02-25,0.009999999999999995,1.5825977078105309,0.7977072566886543,0.9779668620338324,4384.65,1
25,2022-02-24,0.009999999999999995,1.5825977078105309,0.7977072566886543,0.1663405724848651,4288.7,1
26,2022-02-23,0.009999999999999995,1.5825977078105309,0.7977072566886543,-0.0104154952662241,4225.5,0
27,2022-02-22,0.009999999999999995,1.5825977078105309,0.7977072566886543,0.2498937916504186,4304.76,0
28,2022-02-18,0.009999999999999995,1.5825977078105309,0.7977072566886543,0.1043903933907054,4348.87,0
29,2022-02-17,0.009999999999999995,1.5825977078105309,0.7977072566886543,-0.303031357461802,4380.26,0
30,2022-02-16,0.009999999999999995,1.5825977078105309,0.7977072566886543,-0.3958797873920124,4475.01,1
31,2022-02-15,0.009999999999999995,1.5825977078105309,0.7977072566886543,0.3009245522177723,4471.07,1
32,2022-02-14,0.009999999999999995,1.5825977078105309,0.7977072566886543,0.5516225946789526,4401.67,0
33,2022-02-11,0.009999999999999995,1.5825977078105309,0.7977072566886543,0.0627995793992846,4418.64,0
34,2022-02-10,0.009999999999999995,1.5825977078105309,0.7977072566886543,-0.1570855619873435,4504.08,0
35,2022-02-09,0.009999999999999995,1.5825977078105309,0.7977072566886543,0.2509378947191357,4587.18,1
36,2022-02-08,0.009999999999999995,1.5825977078105309,0.7977072566886543,-0.0838584888079937,4521.54,1
37,2022-02-07,0.009999999999999995,1.5825977078105309,0.7977072566886543,0.1047402564492937,4483.87,0
38,2022-02-04,0.009999999999999995,1.5825977078105309,0.7977072566886543,-0.5871304441328551,4500.53,1
39,2022-02-03,0.009999999999999995,1.5825977078105309,0.7977072566886543,-0.4690400152378527,4477.44,0
40,2022-02-02,0.009999999999999995,1.5825977078105309,0.7977072566886543,-0.1556198791951441,4589.38,1
41,2022-02-01,0.009999999999999995,1.5825977078105309,0.7977072566886543,-0.7561590972015837,4546.54,1
42,2022-01-31,0.009999999999999995,1.5825977078105309,0.6450668627689027,0.0102755220605214,4515.55,1
43,2022-01-28,0.009999999999999995,1.5825977078105309,0.6450668627689027,0.7916964673720654,4431.85,1
44,2022-01-27,0.009999999999999995,1.5825977078105309,0.6450668627689027,0.5596445343485278,4326.51,0
45,2022-01-26,0.009999999999999995,1.5825977078105309,0.6450668627689027,0.031265243291242,4349.93,0
46,2022-01-25,0.009999999999999995,1.5825977078105309,0.6450668627689027,0.2919088884885127,4356.45,0
47,2022-01-24,0.009999999999999995,1.5825977078105309,0.6450668627689027,-0.1045577175298766,4410.13,1
48,2022-01-21,0.009999999999999995,1.5825977078105309,0.6450668627689027,0.2402297940302859,4397.94,0
49,2022-01-20,0.009999999999999995,1.5825977078105309,0.6450668627689027,-0.2303434147137766,4482.73,0
50,2022-01-19,0.009999999999999995,1.5825977078105309,0.6450668627689027,0.5849837902961204,4532.76,0
51,2022-01-18,0.009999999999999995,1.5825977078105309,0.6450668627689027,0.3992823452617946,4577.11,0
52,2022-01-14,0.009999999999999995,1.5825977078105309,0.6450668627689027,-0.221541299487903,4662.85,1
53,2022-01-13,0.009999999999999995,1.5825977078105309,0.6450668627689027,-0.6526347368421022,4659.03,0
