,date,sp,doller,fed
0,2022-05-10,"4,001.05",103.919998,0.83
1,2022-05-09,"3,991.24",103.650002,0.83
2,2022-05-06,"4,123.34",103.660004,0.83
3,2022-05-05,"4,146.87",103.75,0.83
4,2022-05-04,"4,300.17",102.589996,0.33
5,2022-05-03,"4,175.48",103.470001,0.33
6,2022-05-02,"4,155.38",103.739998,0.33
7,2022-04-29,"4,131.93",102.959999,0.33
8,2022-04-28,"4,287.50",103.620003,0.33
9,2022-04-27,"4,183.96",102.949997,0.33
10,2022-04-26,"4,175.20",102.300003,0.33
11,2022-04-25,"4,296.12",101.75,0.33
12,2022-04-22,"4,271.78",101.220001,0.33
13,2022-04-21,"4,393.66",100.580002,0.33
14,2022-04-20,"4,459.45",100.389999,0.33
15,2022-04-19,"4,462.21",100.959999,0.33
16,2022-04-18,"4,391.69",100.779999,0.33
17,2022-04-14,"4,392.59",100.32,0.33
18,2022-04-13,"4,446.59",99.879997,0.33
19,2022-04-12,"4,397.45",100.290001,0.33
20,2022-04-11,"4,412.53",99.93,0.33
21,2022-04-08,"4,488.28",99.800003,0.33
22,2022-04-07,"4,500.21",99.75,0.33
23,2022-04-06,"4,481.15",99.599998,0.33
24,2022-04-05,"4,525.12",99.470001,0.33
25,2022-04-04,"4,582.64",98.989998,0.33
26,2022-04-01,"4,545.86",98.629997,0.33
27,2022-03-31,"4,530.41",98.309998,0.33
28,2022-03-30,"4,602.45",97.790001,0.33
29,2022-03-29,"4,631.60",98.400002,0.33
30,2022-03-28,"4,575.52",99.089996,0.33
31,2022-03-25,"4,543.06",98.809998,0.33
32,2022-03-24,"4,520.16",98.790001,0.33
33,2022-03-23,"4,456.24",98.620003,0.33
34,2022-03-22,"4,511.61",98.489998,0.33
35,2022-03-21,"4,461.18",98.5,0.33
36,2022-03-18,"4,463.12",98.230003,0.33
37,2022-03-17,"4,411.67",98.010002,0.33
38,2022-03-16,"4,357.86",98.379997,0.08
39,2022-03-15,"4,262.45",99.07,0.08
40,2022-03-14,"4,173.11",99.059998,0.08
41,2022-03-11,"4,204.31",99.120003,0.08
42,2022-03-10,"4,259.52",98.510002,0.08
43,2022-03-09,"4,277.88",97.970001,0.08
44,2022-03-08,"4,170.70",99.059998,0.08
45,2022-03-07,"4,201.09",99.290001,0.08
46,2022-03-04,"4,328.87",98.650002,0.08
47,2022-03-03,"4,363.49",97.790001,0.08
48,2022-03-02,"4,386.54",97.389999,0.08
49,2022-03-01,"4,306.26",97.410004,0.08
50,2022-02-28,"4,373.94",96.709999,0.08
51,2022-02-25,"4,384.65",96.620003,0.08
52,2022-02-24,"4,288.70",97.139999,0.08
53,2022-02-23,"4,225.50",96.190002,0.08
54,2022-02-22,"4,304.76",96.029999,0.08
55,2022-02-18,"4,348.87",96.040001,0.08
56,2022-02-17,"4,380.26",95.800003,0.08
57,2022-02-16,"4,475.01",95.699997,0.08
58,2022-02-15,"4,471.07",95.989998,0.08
59,2022-02-14,"4,401.67",96.370003,0.08
60,2022-02-11,"4,418.64",96.080002,0.08
61,2022-02-10,"4,504.08",95.550003,0.08
62,2022-02-09,"4,587.18",95.489998,0.08
63,2022-02-08,"4,521.54",95.639999,0.08
64,2022-02-07,"4,483.87",95.400002,0.08
65,2022-02-04,"4,500.53",95.480003,0.08
66,2022-02-03,"4,477.44",95.379997,0.08
67,2022-02-02,"4,589.38",95.940002,0.08
68,2022-02-01,"4,546.54",96.389999,0.08
69,2022-01-31,"4,515.55",96.540001,0.08
70,2022-01-28,"4,431.85",97.269997,0.08
71,2022-01-27,"4,326.51",97.260002,0.08
72,2022-01-26,"4,349.93",96.489998,0.08
73,2022-01-25,"4,356.45",95.949997,0.08
74,2022-01-24,"4,410.13",95.919998,0.08
75,2022-01-21,"4,397.94",95.639999,0.08
76,2022-01-20,"4,482.73",95.739998,0.08
77,2022-01-19,"4,532.76",95.510002,0.08
78,2022-01-18,"4,577.11",95.730003,0.08
79,2022-01-14,"4,662.85",95.169998,0.08
80,2022-01-13,"4,659.03",94.790001,0.08
81,2022-01-12,"4,726.35",95.0,0.08
82,2022-01-11,"4,713.07",95.620003,0.08
83,2022-01-10,"4,670.29",95.989998,0.08
84,2022-01-07,"4,677.03",95.739998,0.08
85,2022-01-06,"4,696.05",96.25,0.08
86,2022-01-05,"4,700.58",96.190002,0.08
87,2022-01-04,"4,793.54",96.290001,0.08
88,2022-01-03,"4,796.56",96.239998,0.08
89,2021-12-31,"4,766.18",95.669998,0.07
90,2021-12-30,"4,778.73",95.970001,0.08
91,2021-12-29,"4,793.06",95.93,0.08
92,2021-12-28,"4,786.35",96.199997,0.08
93,2021-12-27,"4,791.19",96.089996,0.08
94,2021-12-23,"4,725.79",96.019997,0.08
95,2021-12-22,"4,696.56",96.080002,0.08
96,2021-12-21,"4,649.23",96.489998,0.08
97,2021-12-20,"4,568.02",96.550003,0.08
98,2021-12-17,"4,620.64",96.57,0.08
99,2021-12-16,"4,668.67",96.040001,0.08
100,2021-12-15,"4,709.85",96.510002,0.08
101,2021-12-14,"4,634.09",96.57,0.08
102,2021-12-13,"4,668.97",96.32,0.08
103,2021-12-10,"4,712.02",96.050003,0.08
104,2021-12-09,"4,667.45",96.269997,0.08
105,2021-12-08,"4,701.21",95.889999,0.08
106,2021-12-07,"4,686.75",96.370003,0.08
107,2021-12-06,"4,591.67",96.290001,0.08
108,2021-12-03,"4,538.43",96.120003,0.08
109,2021-12-02,"4,577.10",96.129997,0.08
110,2021-12-01,"4,513.04",96.050003,0.08
111,2021-11-30,"4,567.00",95.989998,0.07
112,2021-11-29,"4,655.27",96.339996,0.08
113,2021-11-26,"4,594.62",96.089996,0.08
114,2021-11-24,"4,701.46",96.839996,0.08
115,2021-11-23,"4,690.70",96.489998,0.08
116,2021-11-22,"4,682.94",96.5,0.08
117,2021-11-19,"4,697.96",96.07,0.08
118,2021-11-18,"4,704.54",95.540001,0.08
119,2021-11-17,"4,688.67",95.830002,0.08
120,2021-11-16,"4,700.90",95.919998,0.08
121,2021-11-15,"4,682.80",95.410004,0.08
122,2021-11-12,"4,682.85",95.129997,0.08
123,2021-11-10,"4,646.71",94.849998,0.08
124,2021-11-09,"4,685.25",93.959999,0.08
125,2021-11-08,"4,701.70",94.050003,0.08
126,2021-11-05,"4,697.53",94.32,0.08
127,2021-11-04,"4,680.06",94.349998,0.08
128,2021-11-03,"4,660.57",93.860001,0.08
129,2021-11-02,"4,630.65",94.089996,0.08
130,2021-11-01,"4,613.67",93.879997,0.08
131,2021-10-29,"4,605.38",94.120003,0.07
132,2021-10-28,"4,596.42",93.349998,0.08
133,2021-10-27,"4,551.68",93.860001,0.08
134,2021-10-26,"4,574.79",93.949997,0.08
135,2021-10-25,"4,566.48",93.809998,0.08
136,2021-10-22,"4,544.90",93.610001,0.08
137,2021-10-21,"4,549.78",93.769997,0.08
138,2021-10-20,"4,536.19",93.559998,0.08
139,2021-10-19,"4,519.63",93.790001,0.08
140,2021-10-18,"4,486.46",93.949997,0.08
141,2021-10-15,"4,471.37",93.940002,0.08
142,2021-10-14,"4,438.26",93.959999,0.08
143,2021-10-13,"4,363.80",94.080002,0.08
144,2021-10-12,"4,350.65",94.519997,0.08
145,2021-10-08,"4,391.34",94.07,0.08
146,2021-10-07,"4,399.76",94.220001,0.08
147,2021-10-06,"4,363.55",94.269997,0.08
148,2021-10-05,"4,345.72",93.980003,0.08
149,2021-10-04,"4,300.46",93.809998,0.08
150,2021-10-01,"4,357.04",94.040001,0.08
151,2021-09-30,"4,307.54",94.25,0.06
152,2021-09-29,"4,359.46",94.339996,0.08
153,2021-09-28,"4,352.63",93.769997,0.08
154,2021-09-27,"4,443.11",93.379997,0.08
155,2021-09-24,"4,455.48",93.330002,0.08
156,2021-09-23,"4,448.98",93.099998,0.08
157,2021-09-22,"4,395.64",93.459999,0.08
158,2021-09-21,"4,354.19",93.199997,0.08
159,2021-09-20,"4,357.73",93.239998,0.08
160,2021-09-17,"4,432.99",93.199997,0.08
161,2021-09-16,"4,473.75",92.860001,0.08
162,2021-09-15,"4,480.70",92.489998,0.08
163,2021-09-14,"4,443.05",92.650002,0.08
164,2021-09-13,"4,468.73",92.620003,0.08
165,2021-09-10,"4,458.58",92.580002,0.08
166,2021-09-09,"4,493.28",92.480003,0.08
167,2021-09-08,"4,514.07",92.650002,0.08
168,2021-09-07,"4,520.03",92.519997,0.08
169,2021-09-03,"4,535.43",92.040001,0.08
170,2021-09-02,"4,536.95",92.230003,0.08
171,2021-09-01,"4,524.09",92.449997,0.08
172,2021-08-31,"4,522.68",92.629997,0.06
173,2021-08-30,"4,528.79",92.650002,0.08
174,2021-08-27,"4,509.37",92.690002,0.08
175,2021-08-26,"4,470.00",93.059998,0.09
176,2021-08-25,"4,496.19",92.830002,0.09
177,2021-08-24,"4,486.23",92.889999,0.09
178,2021-08-23,"4,479.53",92.959999,0.09
179,2021-08-20,"4,441.67",93.5,0.09
180,2021-08-19,"4,405.80",93.57,0.09
181,2021-08-18,"4,400.27",93.139999,0.09
182,2021-08-17,"4,448.08",93.129997,0.1
183,2021-08-16,"4,479.71",92.629997,0.1
184,2021-08-13,"4,468.00",92.519997,0.1
185,2021-08-12,"4,460.83",93.040001,0.1
186,2021-08-11,"4,442.41",92.910004,0.1
187,2021-08-10,"4,436.75",93.059998,0.1
188,2021-08-09,"4,432.35",92.949997,0.1
189,2021-08-06,"4,436.52",92.800003,0.1
190,2021-08-05,"4,429.10",92.239998,0.1
191,2021-08-04,"4,402.66",92.269997,0.1
192,2021-08-03,"4,423.15",92.080002,0.1
193,2021-08-02,"4,387.16",92.050003,0.1
194,2021-07-30,"4,395.26",92.169998,0.07
195,2021-07-29,"4,419.15",91.860001,0.1
196,2021-07-28,"4,400.64",92.32,0.1
197,2021-07-27,"4,401.46",92.43,0.1
198,2021-07-26,"4,422.30",92.650002,0.1
199,2021-07-23,"4,411.79",92.910004,0.1
200,2021-07-22,"4,367.48",92.82,0.1
201,2021-07-21,"4,358.69",92.75,0.1
202,2021-07-20,"4,323.06",92.970001,0.1
203,2021-07-19,"4,258.49",92.889999,0.1
204,2021-07-16,"4,327.16",92.690002,0.1
205,2021-07-15,"4,360.03",92.620003,0.1
206,2021-07-14,"4,374.30",92.410004,0.1
207,2021-07-13,"4,369.21",92.75,0.1
208,2021-07-12,"4,384.63",92.230003,0.1
209,2021-07-09,"4,369.55",92.129997,0.1
210,2021-07-08,"4,320.82",92.360001,0.1
211,2021-07-07,"4,358.13",92.639999,0.1
212,2021-07-06,"4,343.54",92.550003,0.1
213,2021-07-02,"4,352.34",92.230003,0.1
214,2021-07-01,"4,319.94",92.599998,0.1
215,2021-06-30,"4,297.50",92.440002,0.08
216,2021-06-29,"4,291.80",92.050003,0.1
217,2021-06-28,"4,290.61",91.879997,0.1
218,2021-06-25,"4,280.70",91.809998,0.1
219,2021-06-24,"4,266.49",91.82,0.1
220,2021-06-23,"4,241.84",91.800003,0.1
221,2021-06-22,"4,246.44",91.730003,0.1
222,2021-06-21,"4,224.79",91.860001,0.1
223,2021-06-18,"4,166.45",92.230003,0.1
224,2021-06-17,"4,221.86",91.889999,0.1
225,2021-06-16,"4,223.70",91.129997,0.06
226,2021-06-15,"4,246.59",90.540001,0.06
227,2021-06-14,"4,255.15",90.519997,0.06
228,2021-06-11,"4,247.44",90.559998,0.06
229,2021-06-10,"4,239.18",90.080002,0.06
230,2021-06-09,"4,219.55",90.120003,0.06
231,2021-06-08,"4,227.26",90.080002,0.06
232,2021-06-07,"4,226.52",89.949997,0.06
233,2021-06-04,"4,229.89",90.139999,0.06
234,2021-06-03,"4,192.85",90.5,0.06
235,2021-06-02,"4,208.12",89.900002,0.06
236,2021-06-01,"4,202.04",89.830002,0.06
237,2021-05-28,"4,204.11",90.029999,0.05
238,2021-05-27,"4,200.88",89.970001,0.06
239,2021-05-26,"4,195.99",90.040001,0.06
240,2021-05-25,"4,188.13",89.639999,0.06
241,2021-05-24,"4,197.05",89.830002,0.06
242,2021-05-21,"4,155.86",90.019997,0.06
243,2021-05-20,"4,159.12",89.809998,0.06
244,2021-05-19,"4,115.68",90.190002,0.06
245,2021-05-18,"4,127.83",89.75,0.06
246,2021-05-17,"4,163.29",90.220001,0.06
247,2021-05-14,"4,173.85",90.32,0.06
248,2021-05-13,"4,112.50",90.75,0.06
249,2021-05-12,"4,063.04",90.709999,0.06
250,2021-05-11,"4,152.10",90.139999,0.06
251,2021-05-10,"4,188.43",90.209999,0.06
252,2021-05-07,"4,232.60",90.230003,0.06
253,2021-05-06,"4,201.62",90.949997,0.06
254,2021-05-05,"4,167.59",91.309998,0.06
255,2021-05-04,"4,164.66",91.290001,0.06
256,2021-05-03,"4,192.66",90.949997,0.06
257,2021-04-30,"4,181.17",91.279999,0.05
258,2021-04-29,"4,211.47",90.610001,0.06
259,2021-04-28,"4,183.18",90.610001,0.07
260,2021-04-27,"4,186.72",90.910004,0.07
261,2021-04-26,"4,187.62",90.809998,0.07
262,2021-04-23,"4,180.17",90.860001,0.07
263,2021-04-22,"4,134.98",91.330002,0.07
264,2021-04-21,"4,173.42",91.160004,0.07
265,2021-04-20,"4,134.94",91.239998,0.07
266,2021-04-19,"4,163.26",91.07,0.07
267,2021-04-16,"4,185.47",91.559998,0.07
268,2021-04-15,"4,170.42",91.669998,0.07
269,2021-04-14,"4,124.66",91.690002,0.07
270,2021-04-13,"4,141.59",91.849998,0.07
271,2021-04-12,"4,127.99",92.139999,0.07
272,2021-04-09,"4,128.80",92.160004,0.07
273,2021-04-08,"4,097.17",92.059998,0.07
274,2021-04-07,"4,079.95",92.459999,0.07
275,2021-04-06,"4,073.94",92.339996,0.07
276,2021-04-05,"4,077.91",92.599998,0.07
277,2021-04-01,"4,019.87",92.93,0.07
278,2021-03-31,"3,972.89",93.230003,0.06
279,2021-03-30,"3,958.55",93.300003,0.07
280,2021-03-29,"3,971.09",92.940002,0.07
281,2021-03-26,"3,974.54",92.769997,0.07
282,2021-03-25,"3,909.52",92.879997,0.07
283,2021-03-24,"3,889.14",92.529999,0.07
284,2021-03-23,"3,910.52",92.339996,0.07
285,2021-03-22,"3,940.59",91.800003,0.07
286,2021-03-19,"3,913.10",91.919998,0.07
287,2021-03-18,"3,915.46",91.849998,0.07
288,2021-03-17,"3,974.12",91.400002,0.07
289,2021-03-16,"3,962.71",91.870003,0.07
290,2021-03-15,"3,968.94",91.830002,0.07
291,2021-03-12,"3,943.34",91.68,0.07
292,2021-03-11,"3,939.34",91.419998,0.07
293,2021-03-10,"3,898.81",91.790001,0.07
294,2021-03-09,"3,875.44",91.959999,0.07
295,2021-03-08,"3,821.35",92.309998,0.07
296,2021-03-05,"3,841.94",91.980003,0.07
297,2021-03-04,"3,768.47",91.629997,0.07
298,2021-03-03,"3,819.72",90.949997,0.07
299,2021-03-02,"3,870.29",90.790001,0.07
300,2021-03-01,"3,901.82",91.040001,0.07
301,2021-02-26,"3,811.15",90.93,0.07
302,2021-02-25,"3,829.34",90.129997,0.07
303,2021-02-24,"3,925.43",90.18,0.07
304,2021-02-23,"3,881.37",90.169998,0.07
305,2021-02-22,"3,876.50",90.010002,0.07
306,2021-02-19,"3,906.71",90.360001,0.07
307,2021-02-18,"3,913.97",90.589996,0.07
308,2021-02-17,"3,931.33",90.949997,0.08
309,2021-02-16,"3,932.59",90.510002,0.08
310,2021-02-12,"3,934.83",90.480003,0.08
311,2021-02-11,"3,916.38",90.419998,0.08
312,2021-02-10,"3,909.88",90.370003,0.08
313,2021-02-09,"3,911.23",90.440002,0.08
314,2021-02-08,"3,915.59",90.93,0.07
315,2021-02-05,"3,886.83",91.040001,0.08
316,2021-02-04,"3,871.74",91.529999,0.08
317,2021-02-03,"3,830.17",91.120003,0.08
318,2021-02-02,"3,826.31",91.199997,0.08
319,2021-02-01,"3,773.86",91.019997,0.08
320,2021-01-29,"3,714.24",90.580002,0.07
321,2021-01-28,"3,787.38",90.459999,0.07
322,2021-01-27,"3,750.77",90.650002,0.08
323,2021-01-26,"3,849.62",90.169998,0.08
324,2021-01-25,"3,855.36",90.389999,0.08
325,2021-01-22,"3,841.47",90.239998,0.08
326,2021-01-21,"3,853.07",90.129997,0.08
327,2021-01-20,"3,851.85",90.470001,0.09
328,2021-01-19,"3,798.91",90.5,0.09
329,2021-01-15,"3,768.25",90.779999,0.09
330,2021-01-14,"3,795.54",90.239998,0.09
331,2021-01-13,"3,809.84",90.32,0.09
332,2021-01-12,"3,801.19",90.050003,0.09
333,2021-01-11,"3,799.61",90.540001,0.09
334,2021-01-08,"3,824.68",90.099998,0.09
335,2021-01-07,"3,803.79",89.830002,0.09
336,2021-01-06,"3,748.14",89.529999,0.09
337,2021-01-05,"3,726.86",89.440002,0.09
338,2021-01-04,"3,700.65",89.879997,0.09
339,2020-12-31,"3,756.07",89.940002,0.09
340,2020-12-30,"3,732.04",89.629997,0.09
341,2020-12-29,"3,727.04",90.010002,0.09
342,2020-12-28,"3,735.36",90.339996,0.09
343,2020-12-24,"3,703.06",90.330002,0.09
344,2020-12-23,"3,690.01",90.410004,0.09
345,2020-12-22,"3,687.26",90.650002,0.09
346,2020-12-21,"3,694.92",90.040001,0.09
347,2020-12-18,"3,709.41",90.019997,0.09
348,2020-12-17,"3,722.48",89.82,0.09
349,2020-12-16,"3,701.17",90.449997,0.09
350,2020-12-15,"3,694.62",90.470001,0.09
351,2020-12-14,"3,647.49",90.709999,0.09
352,2020-12-11,"3,663.46",90.980003,0.09
353,2020-12-10,"3,668.10",90.790001,0.09
354,2020-12-09,"3,672.82",91.089996,0.09
355,2020-12-08,"3,702.25",90.970001,0.09
356,2020-12-07,"3,691.96",90.790001,0.09
357,2020-12-04,"3,699.12",90.699997,0.09
358,2020-12-03,"3,666.72",90.709999,0.09
359,2020-12-02,"3,669.01",91.120003,0.09
360,2020-12-01,"3,662.45",91.309998,0.09
361,2020-11-30,"3,621.63",91.870003,0.09
362,2020-11-27,"3,638.35",91.790001,0.08
363,2020-11-25,"3,629.65",91.989998,0.08
364,2020-11-24,"3,635.41",92.230003,0.08
365,2020-11-23,"3,577.59",92.510002,0.08
366,2020-11-20,"3,557.54",92.389999,0.08
367,2020-11-19,"3,581.87",92.290001,0.08
368,2020-11-18,"3,567.79",92.32,0.09
369,2020-11-17,"3,609.53",92.419998,0.09
370,2020-11-16,"3,626.91",92.57,0.09
371,2020-11-13,"3,585.15",92.760002,0.09
372,2020-11-12,"3,537.01",92.959999,0.09
373,2020-11-10,"3,545.53",92.75,0.09
374,2020-11-09,"3,550.50",92.730003,0.09
375,2020-11-06,"3,509.44",92.230003,0.09
376,2020-11-05,"3,510.45",92.529999,0.09
377,2020-11-04,"3,443.44",93.410004,0.09
378,2020-11-03,"3,369.16",93.550003,0.09
379,2020-11-02,"3,310.24",94.050003,0.09
380,2020-10-30,"3,269.96",94.040001,0.09
381,2020-10-29,"3,310.11",93.959999,0.09
382,2020-10-28,"3,271.03",93.410004,0.09
383,2020-10-27,"3,390.68",92.940002,0.09
384,2020-10-26,"3,400.97",93.050003,0.09
385,2020-10-23,"3,465.39",92.769997,0.09
386,2020-10-22,"3,453.49",92.949997,0.09
387,2020-10-21,"3,435.56",92.610001,0.09
388,2020-10-20,"3,443.12",93.07,0.09
389,2020-10-19,"3,426.92",93.43,0.09
390,2020-10-16,"3,483.81",93.68,0.09
391,2020-10-15,"3,483.34",93.860001,0.09
392,2020-10-14,"3,488.67",93.379997,0.09
393,2020-10-13,"3,511.93",93.529999,0.09
394,2020-10-09,"3,477.14",93.059998,0.09
395,2020-10-08,"3,446.83",93.610001,0.09
396,2020-10-07,"3,419.44",93.629997,0.09
397,2020-10-06,"3,360.97",93.830002,0.09
398,2020-10-05,"3,408.60",93.510002,0.09
399,2020-10-02,"3,348.42",93.839996,0.09
400,2020-10-01,"3,380.80",93.709999,0.09
401,2020-09-30,"3,363.00",93.889999,0.09
402,2020-09-29,"3,335.47",93.889999,0.09
403,2020-09-28,"3,351.60",94.260002,0.09
404,2020-09-25,"3,298.46",94.580002,0.09
405,2020-09-24,"3,246.59",94.349998,0.09
406,2020-09-23,"3,236.92",94.389999,0.09
407,2020-09-22,"3,315.57",93.989998,0.09
408,2020-09-21,"3,281.06",93.540001,0.09
409,2020-09-18,"3,319.47",92.93,0.09
410,2020-09-17,"3,357.01",92.970001,0.09
411,2020-09-16,"3,385.49",93.209999,0.09
412,2020-09-15,"3,401.20",93.050003,0.09
413,2020-09-14,"3,383.54",93.07,0.09
414,2020-09-11,"3,340.97",93.330002,0.09
415,2020-09-10,"3,339.19",93.339996,0.09
416,2020-09-09,"3,398.96",93.260002,0.09
417,2020-09-08,"3,331.84",93.480003,0.09
418,2020-09-04,"3,426.96",92.720001,0.09
419,2020-09-03,"3,455.06",92.739998,0.09
420,2020-09-02,"3,580.84",92.849998,0.09
421,2020-09-01,"3,526.65",92.339996,0.09
422,2020-08-31,"3,500.31",92.139999,0.09
423,2020-08-28,"3,508.01",92.370003,0.09
424,2020-08-27,"3,484.55",93.010002,0.08
425,2020-08-26,"3,478.73",93.010002,0.09
426,2020-08-25,"3,443.62",93.019997,0.09
427,2020-08-24,"3,431.28",93.300003,0.09
428,2020-08-21,"3,397.16",93.25,0.09
429,2020-08-20,"3,385.51",92.790001,0.09
430,2020-08-19,"3,374.85",92.889999,0.09
431,2020-08-18,"3,389.78",92.269997,0.09
432,2020-08-17,"3,381.99",92.849998,0.1
433,2020-08-14,"3,372.85",93.099998,0.1
434,2020-08-13,"3,373.43",93.339996,0.1
435,2020-08-12,"3,380.35",93.440002,0.1
436,2020-08-11,"3,333.69",93.629997,0.1
437,2020-08-10,"3,360.47",93.580002,0.1
438,2020-08-07,"3,351.28",93.440002,0.1
439,2020-08-06,"3,349.16",92.790001,0.1
440,2020-08-05,"3,327.77",92.830002,0.1
441,2020-08-04,"3,306.51",93.379997,0.1
442,2020-08-03,"3,294.61",93.5,0.1
443,2020-07-31,"3,271.12",93.489998,0.1
444,2020-07-30,"3,246.22",93.019997,0.1
445,2020-07-29,"3,258.44",93.260002,0.1
446,2020-07-28,"3,218.44",93.760002,0.1
447,2020-07-27,"3,239.41",93.669998,0.1
448,2020-07-24,"3,215.63",94.440002,0.09
449,2020-07-23,"3,235.66",94.690002,0.09
450,2020-07-22,"3,276.02",94.970001,0.09
451,2020-07-21,"3,257.30",95.120003,0.1
452,2020-07-20,"3,251.84",95.830002,0.1
453,2020-07-17,"3,224.73",95.940002,0.09
454,2020-07-16,"3,215.57",96.349998,0.1
455,2020-07-15,"3,226.56",96.080002,0.1
456,2020-07-14,"3,197.52",96.260002,0.09
457,2020-07-13,"3,155.22",96.459999,0.09
458,2020-07-10,"3,185.04",96.650002,0.09
459,2020-07-09,"3,152.05",96.699997,0.09
460,2020-07-08,"3,169.94",96.43,0.09
461,2020-07-07,"3,145.32",96.879997,0.09
462,2020-07-06,"3,179.72",96.790001,0.09
463,2020-07-02,"3,130.01",97.32,0.09
464,2020-07-01,"3,115.86",97.199997,0.08
465,2020-06-30,"3,100.29",97.389999,0.08
466,2020-06-29,"3,053.24",97.540001,0.08
467,2020-06-26,"3,009.05",97.5,0.08
468,2020-06-25,"3,083.76",97.43,0.08
469,2020-06-24,"3,050.33",97.150002,0.08
470,2020-06-23,"3,131.29",96.690002,0.08
471,2020-06-22,"3,117.86",97.040001,0.08
472,2020-06-19,"3,097.74",97.620003,0.09
473,2020-06-18,"3,115.34",97.419998,0.09
474,2020-06-17,"3,113.49",97.160004,0.09
475,2020-06-16,"3,124.74",96.959999,0.09
476,2020-06-15,"3,066.59",96.68,0.09
477,2020-06-12,"3,041.31",97.32,0.08
478,2020-06-11,"3,002.10",96.730003,0.08
479,2020-06-10,"3,190.14",95.959999,0.08
480,2020-06-09,"3,207.18",96.32,0.07
481,2020-06-08,"3,232.39",96.620003,0.07
482,2020-06-05,"3,193.93",96.940002,0.07
483,2020-06-04,"3,112.35",96.68,0.06
484,2020-06-03,"3,122.87",97.279999,0.06
485,2020-06-02,"3,080.82",97.669998,0.06
486,2020-06-01,"3,055.73",97.830002,0.05
487,2020-05-29,"3,044.31",98.339996,0.05
488,2020-05-28,"3,029.73",98.379997,0.05
489,2020-05-27,"3,036.13",99.059998,0.05
490,2020-05-26,"2,991.77",98.910004,0.05
491,2020-05-22,"2,955.45",99.860001,0.05
492,2020-05-21,"2,948.51",99.370003,0.05
493,2020-05-20,"2,971.61",99.120003,0.05
494,2020-05-19,"2,922.94",99.370003,0.05
495,2020-05-18,"2,953.91",99.669998,0.05
496,2020-05-15,"2,863.70",100.400002,0.05
497,2020-05-14,"2,852.50",100.470001,0.05
498,2020-05-13,"2,820.00",100.239998,0.05
499,2020-05-12,"2,870.12",99.93,0.05
500,2020-05-11,"2,930.19",100.239998,0.05
501,2020-05-08,"2,929.80",99.730003,0.05
502,2020-05-07,"2,881.19",99.889999,0.05
503,2020-05-06,"2,848.42",100.089996,0.05
504,2020-05-05,"2,868.44",99.709999,0.05
505,2020-05-04,"2,842.74",99.480003,0.05
506,2020-05-01,"2,830.71",98.800003,0.05
507,2020-04-30,"2,912.43",99.019997,0.05
508,2020-04-29,"2,939.51",99.57,0.04
509,2020-04-28,"2,863.39",99.870003,0.04
510,2020-04-27,"2,878.48",100.040001,0.04
511,2020-04-24,"2,836.74",100.379997,0.05
512,2020-04-23,"2,797.80",100.43,0.04
513,2020-04-22,"2,799.31",100.389999,0.05
514,2020-04-21,"2,736.56",100.260002,0.05
515,2020-04-20,"2,823.16",99.959999,0.05
516,2020-04-17,"2,874.56",99.779999,0.05
517,2020-04-16,"2,799.55",100.029999,0.05
518,2020-04-15,"2,783.36",99.459999,0.05
519,2020-04-14,"2,846.06",98.889999,0.05
520,2020-04-13,"2,761.63",99.349998,0.05
521,2020-04-09,"2,789.82",99.519997,0.05
522,2020-04-08,"2,749.98",100.120003,0.05
523,2020-04-07,"2,659.41",99.980003,0.05
524,2020-04-06,"2,663.68",100.690002,0.05
525,2020-04-03,"2,488.65",100.580002,0.05
526,2020-04-02,"2,526.90",100.18,0.05
527,2020-04-01,"2,470.50",99.669998,0.06
528,2020-03-31,"2,584.59",99.050003,0.08
529,2020-03-30,"2,626.65",99.18,0.09
530,2020-03-27,"2,541.47",98.370003,0.1
531,2020-03-26,"2,630.07",99.419998,0.1
532,2020-03-25,"2,475.56",101.050003,0.1
533,2020-03-24,"2,447.33",101.739998,0.12
534,2020-03-23,"2,237.40",102.489998,0.15
535,2020-03-20,"2,304.92",102.82,0.15
536,2020-03-19,"2,409.39",102.760002,0.2
537,2020-03-18,"2,398.10",101.160004,0.25
538,2020-03-17,"2,529.19",99.580002,0.25
539,2020-03-16,"2,386.13",98.089996,0.25
540,2020-03-13,"2,711.02",98.75,1.1
541,2020-03-12,"2,480.64",97.470001,1.1
542,2020-03-11,"2,741.38",96.510002,1.09
543,2020-03-10,"2,882.23",96.410004,1.09
544,2020-03-09,"2,746.56",94.900002,1.09
545,2020-03-06,"2,972.37",95.949997,1.09
546,2020-03-05,"3,023.94",96.82,1.09
547,2020-03-04,"3,130.12",97.339996,1.09
548,2020-03-03,"3,003.37",97.150002,1.59
549,2020-03-02,"3,090.23",97.360001,1.59
550,2020-02-28,"2,954.22",98.129997,1.58
551,2020-02-27,"2,978.76",98.440002,1.58
552,2020-02-26,"3,116.39",99.0,1.58
553,2020-02-25,"3,128.21",98.970001,1.58
554,2020-02-24,"3,225.89",99.290001,1.58
555,2020-02-21,"3,337.75",99.260002,1.58
556,2020-02-20,"3,373.23",99.870003,1.59
557,2020-02-19,"3,386.15",99.599998,1.59
558,2020-02-18,"3,370.29",99.459999,1.59
559,2020-02-14,"3,380.16",99.120003,1.58
560,2020-02-13,"3,373.94",99.07,1.58
561,2020-02-12,"3,379.45",99.050003,1.58
