날짜,S&P500,미국채10년,GSCI,기준금리,연도
2022-05-04,4300.17,2.946,3958.5029,1.5,2022
2022-05-03,4175.48,2.975,3837.0591,1.5,2022
2022-05-02,4155.38,2.977,3903.085,1.5,2022
2022-04-29,4131.93,2.938,3882.991,1.5,2022
2022-04-28,4287.5,2.832,3884.427,1.5,2022
2022-04-27,4183.96,2.826,3844.8201,1.5,2022
2022-04-26,4175.2,2.728,3807.1841,1.5,2022
2022-04-25,4296.12,2.818,3729.6399,1.5,2022
2022-04-22,4271.78,2.905,3822.0459,1.5,2022
2022-04-21,4393.66,2.908,3873.083,1.5,2022
2022-04-20,4459.45,2.834,3852.9009,1.5,2022
2022-04-19,4462.21,2.94,3846.8069,1.5,2022
2022-04-18,4391.69,2.857,3982.135,1.5,2022
2022-04-14,4392.59,2.828,3923.4021,1.5,2022
2022-04-13,4446.59,2.703,3852.811,1.25,2022
2022-04-12,4397.45,2.727,3760.3091,1.25,2022
2022-04-11,4412.53,2.774,3617.53,1.25,2022
2022-04-08,4488.28,2.704,3683.3711,1.25,2022
2022-04-07,4500.21,2.665,3621.4529,1.25,2022
2022-04-06,4481.15,2.598,3640.302,1.25,2022
2022-04-05,4525.12,2.554,3748.478,1.25,2022
2022-04-04,4582.64,2.393,3762.8701,1.25,2022
2022-04-01,4545.86,2.389,3678.741,1.25,2022
2022-03-31,4530.41,2.345,3693.877,1.25,2022
2022-03-30,4602.45,2.358,3830.1841,1.25,2022
2022-03-29,4631.6,2.398,3732.6169,1.25,2022
2022-03-28,4575.52,2.466,3808.178,1.25,2022
2022-03-25,4543.04,2.488,3986.3279,1.25,2022
2022-03-24,4520.16,2.37,3951.4141,1.25,2022
2022-03-23,4456.23,2.29,3992.658,1.25,2022
2022-03-22,4511.61,2.381,3850.54,1.25,2022
2022-03-21,4461.18,2.297,3855.364,1.25,2022
2022-03-18,4463.09,2.153,3700.45,1.25,2022
2022-03-17,4411.67,2.167,3687.875,1.25,2022
2022-03-16,4357.95,2.192,3490.324,1.25,2022
2022-03-15,4262.45,2.149,3534.095,1.25,2022
2022-03-14,4173.11,2.142,3651.7881,1.25,2022
2022-03-11,4204.31,1.997,3777.8049,1.25,2022
2022-03-10,4259.52,1.993,3698.8621,1.25,2022
2022-03-09,4277.88,1.951,3780.4419,1.25,2022
2022-03-08,4170.62,1.84,4152.1602,1.25,2022
2022-03-07,4201.09,1.777,4040.1919,1.25,2022
2022-03-04,4328.87,1.737,3921.458,1.25,2022
2022-03-03,4363.49,1.84,3733.8469,1.25,2022
2022-03-02,4386.54,1.878,3734.894,1.25,2022
2022-03-01,4306.26,1.716,3558.3401,1.25,2022
2022-02-28,4373.79,1.822,3369.301,1.25,2022
2022-02-25,4384.62,1.97,3266.9109,1.25,2022
2022-02-24,4288.7,1.97,3341.8611,1.25,2022
2022-02-23,4225.5,1.998,3298.0601,1.25,2022
2022-02-22,4304.74,1.944,3284.8469,1.25,2022
2022-02-18,4348.87,1.927,3221.5049,1.25,2022
2022-02-17,4380.26,1.968,3213.0969,1.25,2022
2022-02-16,4475.01,2.04,3243.343,1.25,2022
2022-02-15,4471.07,2.043,3196.6111,1.25,2022
2022-02-14,4401.67,1.986,3265.29,1.25,2022
2022-02-11,4418.64,1.918,3218.686,1.25,2022
2022-02-10,4504.06,2.043,3174.8,1.25,2022
2022-02-09,4587.18,1.945,3177.708,1.25,2022
2022-02-08,4521.54,1.965,3147.0081,1.25,2022
2022-02-07,4483.87,1.919,3183.1589,1.25,2022
2022-02-04,4500.54,1.916,3193.0991,1.25,2022
2022-02-03,4477.44,1.836,3153.45,1.25,2022
2022-02-02,4589.32,1.771,3132.8401,1.25,2022
2022-02-01,4546.54,1.795,3111.999,1.25,2022
2022-01-31,4515.55,1.784,3097.5291,1.25,2022
2022-01-28,4431.85,1.778,3080.4199,1.25,2022
2022-01-27,4326.5,1.803,3062.499,1.25,2022
2022-01-26,4349.93,1.873,3076.4131,1.25,2022
2022-01-25,4356.45,1.776,3034.137,1.25,2022
2022-01-24,4410.13,1.776,2987.147,1.25,2022
2022-01-21,4397.93,1.77,3023.373,1.25,2022
2022-01-20,4482.73,1.811,3035.978,1.25,2022
2022-01-19,4532.76,1.854,3033.7749,1.25,2022
2022-01-18,4577.34,1.875,2997.6851,1.25,2022
2022-01-14,4662.85,1.793,2963.094,1.25,2022
2022-01-13,4659.02,1.701,2929.896,1.0,2022
2022-01-12,4726.35,1.752,2954.6509,1.0,2022
2022-01-11,4713.07,1.746,2913.2629,1.0,2022
2022-01-10,4670.29,1.755,2843.564,1.0,2022
2022-01-07,4677.02,1.765,2859.877,1.0,2022
2022-01-06,4696.05,1.728,2858.134,1.0,2022
2022-01-05,4700.58,1.7,2843.812,1.0,2022
2022-01-04,4793.54,1.649,2823.22,1.0,2022
2022-01-03,4796.56,1.637,2791.0759,1.0,2022
2021-12-31,4766.18,1.512,2774.7261,1.0,2021
2021-12-30,4778.73,1.507,2808.291,1.0,2021
2021-12-29,4793.06,1.556,2812.3779,1.0,2021
2021-12-28,4786.36,1.484,2799.4031,1.0,2021
2021-12-27,4791.19,1.477,2801.1531,1.0,2021
2021-12-23,4725.78,1.493,2760.6621,1.0,2021
2021-12-22,4696.56,1.453,2738.4951,1.0,2021
2021-12-21,4649.23,1.467,2692.887,1.0,2021
2021-12-20,4568.02,1.428,2623.8701,1.0,2021
2021-12-17,4620.64,1.407,2671.342,1.0,2021
2021-12-16,4668.67,1.424,2699.9509,1.0,2021
2021-12-15,4709.84,1.458,2651.5879,1.0,2021
2021-12-14,4634.09,1.441,2664.2539,1.0,2021
2021-12-13,4669.15,1.414,2678.8879,1.0,2021
2021-12-10,4712.02,1.482,2690.5549,1.0,2021
2021-12-09,4667.45,1.497,2676.28,1.0,2021
2021-12-08,4701.21,1.528,2703.47,1.0,2021
2021-12-07,4686.75,1.482,2689.4299,1.0,2021
2021-12-06,4591.67,1.433,2637.53,1.0,2021
2021-12-03,4538.43,1.356,2592.321,1.0,2021
2021-12-02,4577.1,1.444,2587.5649,1.0,2021
2021-12-01,4513.04,1.404,2573.2351,1.0,2021
2021-11-30,4567.0,1.456,2578.938,1.0,2021
2021-11-29,4655.27,1.502,2677.822,1.0,2021
2021-11-26,4594.62,1.482,2665.228,1.0,2021
2021-11-24,4701.46,1.643,2868.01,0.75,2021
2021-11-23,4690.7,1.676,2865.3311,0.75,2021
2021-11-22,4682.95,1.632,2820.3149,0.75,2021
2021-11-19,4697.96,1.548,2799.4919,0.75,2021
2021-11-18,4706.64,1.587,2838.4761,0.75,2021
2021-11-17,4688.67,1.585,2824.8779,0.75,2021
2021-11-16,4700.9,1.64,2864.7759,0.75,2021
2021-11-15,4682.81,1.618,2862.72,0.75,2021
2021-11-12,4682.85,1.57,2861.1289,0.75,2021
2021-11-11,4649.27,1.578,2875.645,0.75,2021
2021-11-10,4646.71,1.57,2857.0439,0.75,2021
2021-11-09,4685.25,1.439,2891.0381,0.75,2021
2021-11-08,4701.7,1.493,2868.2981,0.75,2021
2021-11-05,4697.53,1.455,2854.8401,0.75,2021
2021-11-04,4680.06,1.53,2820.23,0.75,2021
2021-11-03,4660.57,1.603,2855.1521,0.75,2021
2021-11-02,4630.65,1.547,2915.2949,0.75,2021
2021-11-01,4613.67,1.561,2912.4651,0.75,2021
2021-10-29,4605.38,1.561,2891.9509,0.75,2021
2021-10-28,4596.42,1.578,2896.802,0.75,2021
2021-10-27,4551.68,1.55,2900.7581,0.75,2021
2021-10-26,4574.79,1.61,2940.4131,0.75,2021
2021-10-25,4566.48,1.633,2932.7739,0.75,2021
2021-10-22,4544.9,1.638,2901.0061,0.75,2021
2021-10-21,4549.78,1.696,2880.2019,0.75,2021
2021-10-20,4536.19,1.66,2929.115,0.75,2021
2021-10-19,4519.63,1.641,2900.1431,0.75,2021
2021-10-18,4486.48,1.591,2892.866,0.75,2021
2021-10-15,4471.37,1.574,2909.1799,0.75,2021
2021-10-14,4438.23,1.516,2880.615,0.75,2021
2021-10-13,4363.8,1.542,2847.5811,0.75,2021
2021-10-12,4350.64,1.572,2847.2339,0.75,2021
2021-10-11,4361.19,1.628,2853.8469,0.75,2021
2021-10-08,4391.36,1.612,2830.677,0.75,2021
2021-10-07,4399.76,1.576,2814.0,0.75,2021
2021-10-06,4363.55,1.528,2789.6299,0.75,2021
2021-10-05,4345.72,1.528,2839.2549,0.75,2021
2021-10-04,4300.46,1.481,2799.4529,0.75,2021
2021-10-01,4357.05,1.465,2754.0959,0.75,2021
2021-09-30,4307.54,1.492,2733.489,0.75,2021
2021-09-29,4359.46,1.524,2717.8479,0.75,2021
2021-09-28,4352.63,1.546,2732.9971,0.75,2021
2021-09-27,4443.11,1.491,2738.2839,0.75,2021
2021-09-24,4455.48,1.453,2694.3491,0.75,2021
2021-09-23,4448.98,1.435,2676.1631,0.75,2021
2021-09-22,4395.64,1.304,2643.3049,0.75,2021
2021-09-21,4354.18,1.328,2593.2739,0.75,2021
2021-09-20,4357.73,1.312,2595.4851,0.75,2021
2021-09-17,4432.99,1.363,2641.0481,0.75,2021
2021-09-16,4473.76,1.336,2659.2971,0.75,2021
2021-09-15,4480.7,1.304,2671.2361,0.75,2021
2021-09-14,4443.05,1.284,2616.8601,0.75,2021
2021-09-13,4468.73,1.326,2612.9041,0.75,2021
2021-09-10,4458.58,1.343,2601.8889,0.75,2021
2021-09-09,4493.28,1.297,2569.4939,0.75,2021
2021-09-08,4514.07,1.336,2586.594,0.75,2021
2021-09-07,4520.03,1.377,2566.873,0.75,2021
2021-09-03,4535.43,1.326,2599.9871,0.75,2021
2021-09-02,4536.95,1.285,2603.7529,0.75,2021
2021-09-01,4524.09,1.299,2571.697,0.75,2021
2021-08-31,4522.68,1.307,2577.9529,0.75,2021
2021-08-30,4528.79,1.28,2589.3459,0.75,2021
2021-08-27,4509.37,1.31,2586.4009,0.75,2021
2021-08-26,4469.91,1.354,2549.678,0.75,2021
2021-08-25,4496.19,1.349,2563.0581,0.5,2021
2021-08-24,4486.23,1.297,2542.4231,0.5,2021
2021-08-23,4479.54,1.253,2496.2,0.5,2021
2021-08-20,4441.67,1.255,2416.896,0.5,2021
2021-08-19,4405.8,1.243,2446.075,0.5,2021
2021-08-18,4400.27,1.26,2499.3201,0.5,2021
2021-08-17,4448.08,1.267,2519.541,0.5,2021
2021-08-16,4479.66,1.268,2544.429,0.5,2021
2021-08-13,4468.0,1.283,2565.054,0.5,2021
2021-08-12,4460.84,1.361,2570.54,0.5,2021
2021-08-11,4447.7,1.335,2565.5969,0.5,2021
2021-08-10,4436.75,1.354,2545.9341,0.5,2021
2021-08-09,4432.35,1.325,2501.675,0.5,2021
2021-08-06,4436.52,1.305,2548.2981,0.5,2021
2021-08-05,4429.1,1.225,2565.155,0.5,2021
2021-08-04,4402.68,1.18,2544.9641,0.5,2021
2021-08-03,4423.15,1.174,2585.1699,0.5,2021
2021-08-02,4387.11,1.179,2601.2791,0.5,2021
2021-07-30,4395.26,1.226,2638.689,0.5,2021
2021-07-29,4419.15,1.266,2649.4541,0.5,2021
2021-07-28,4400.65,1.238,2611.614,0.5,2021
2021-07-27,4401.46,1.239,2598.6621,0.5,2021
2021-07-26,4422.23,1.295,2610.387,0.5,2021
2021-07-23,4411.8,1.281,2596.5049,0.5,2021
2021-07-22,4367.48,1.277,2592.6121,0.5,2021
2021-07-21,4358.69,1.292,2562.1641,0.5,2021
2021-07-20,4323.21,1.222,2499.6819,0.5,2021
2021-07-19,4258.63,1.199,2469.834,0.5,2021
2021-07-16,4327.16,1.3,2575.469,0.5,2021
2021-07-15,4360.03,1.301,2571.394,0.5,2021
2021-07-14,4374.3,1.349,2591.344,0.5,2021
2021-07-13,4369.21,1.418,2614.229,0.5,2021
2021-07-12,4384.63,1.368,2587.051,0.5,2021
2021-07-09,4369.55,1.361,2583.979,0.5,2021
2021-07-08,4320.82,1.294,2547.741,0.5,2021
2021-07-07,4358.13,1.323,2538.991,0.5,2021
2021-07-06,4343.54,1.352,2563.1909,0.5,2021
2021-07-02,4352.34,1.431,2624.366,0.5,2021
2021-07-01,4319.94,1.459,2619.8521,0.5,2021
2021-06-30,4297.5,1.468,2597.793,0.5,2021
2021-06-29,4291.8,1.475,2568.97,0.5,2021
2021-06-28,4290.61,1.482,2563.3181,0.5,2021
2021-06-25,4280.7,1.524,2568.646,0.5,2021
2021-06-24,4266.49,1.499,2562.1931,0.5,2021
2021-06-23,4241.84,1.485,2560.79,0.5,2021
2021-06-22,4246.44,1.467,2546.249,0.5,2021
2021-06-21,4224.79,1.497,2547.1021,0.5,2021
2021-06-18,4166.45,1.443,2520.4819,0.5,2021
2021-06-17,4221.86,1.511,2498.543,0.5,2021
2021-06-16,4223.7,1.581,2568.7019,0.5,2021
2021-06-15,4246.59,1.489,2567.2451,0.5,2021
2021-06-14,4255.15,1.497,2566.4919,0.5,2021
2021-06-11,4247.44,1.454,2578.6001,0.5,2021
2021-06-10,4239.18,1.437,2576.521,0.5,2021
2021-06-09,4219.55,1.492,2567.9231,0.5,2021
2021-06-08,4227.26,1.538,2566.406,0.5,2021
2021-06-07,4226.52,1.569,2546.3149,0.5,2021
2021-06-04,4229.89,1.557,2560.488,0.5,2021
2021-06-03,4192.85,1.625,2528.3291,0.5,2021
2021-06-02,4208.12,1.589,2548.4431,0.5,2021
2021-06-01,4202.04,1.606,2533.345,0.5,2021
2021-05-28,4204.11,1.581,2490.8621,0.5,2021
2021-05-27,4200.88,1.606,2499.917,0.5,2021
2021-05-26,4195.99,1.581,2465.2849,0.5,2021
2021-05-25,4188.13,1.56,2458.6521,0.5,2021
2021-05-24,4197.05,1.603,2466.978,0.5,2021
2021-05-21,4155.86,1.623,2429.3191,0.5,2021
2021-05-20,4159.12,1.628,2410.2671,0.5,2021
2021-05-19,4115.68,1.676,2434.3279,0.5,2021
2021-05-18,4127.83,1.64,2491.7959,0.5,2021
2021-05-17,4163.29,1.652,2498.9851,0.5,2021
2021-05-14,4173.85,1.635,2470.5491,0.5,2021
2021-05-13,4112.5,1.659,2453.8921,0.5,2021
2021-05-12,4063.04,1.693,2527.2671,0.5,2021
2021-05-11,4152.1,1.622,2517.145,0.5,2021
2021-05-10,4188.43,1.604,2500.6411,0.5,2021
2021-05-07,4232.6,1.579,2511.6079,0.5,2021
2021-05-06,4201.62,1.57,2492.064,0.5,2021
2021-05-05,4167.59,1.571,2493.7251,0.5,2021
2021-05-04,4164.66,1.591,2480.8359,0.5,2021
2021-05-03,4192.66,1.599,2447.71,0.5,2021
2021-04-30,4181.17,1.626,2429.595,0.5,2021
2021-04-29,4211.47,1.641,2443.0391,0.5,2021
2021-04-28,4183.18,1.611,2425.0859,0.5,2021
2021-04-27,4186.72,1.625,2410.8899,0.5,2021
2021-04-26,4187.62,1.568,2390.9729,0.5,2021
2021-04-23,4180.17,1.559,2373.1311,0.5,2021
2021-04-22,4134.98,1.542,2354.6831,0.5,2021
2021-04-21,4173.42,1.559,2339.915,0.5,2021
2021-04-20,4134.94,1.566,2350.1831,0.5,2021
2021-04-19,4163.26,1.61,2356.217,0.5,2021
2021-04-16,4185.47,1.59,2347.2991,0.5,2021
2021-04-15,4170.42,1.574,2354.1621,0.5,2021
2021-04-14,4124.66,1.634,2341.502,0.5,2021
2021-04-13,4141.59,1.62,2275.1179,0.5,2021
2021-04-12,4127.99,1.669,2259.425,0.5,2021
2021-04-09,4128.8,1.662,2263.2859,0.5,2021
2021-04-08,4097.17,1.626,2270.415,0.5,2021
2021-04-07,4079.95,1.679,2257.0249,0.5,2021
2021-04-06,4073.94,1.658,2250.4109,0.5,2021
2021-04-05,4077.91,1.707,2230.0371,0.5,2021
2021-04-01,4019.87,1.673,2276.5769,0.5,2021
2021-03-31,3972.89,1.744,2244.832,0.5,2021
2021-03-30,3958.55,1.71,2252.2781,0.5,2021
2021-03-29,3971.09,1.717,2279.2271,0.5,2021
2021-03-26,3974.54,1.674,2276.5259,0.5,2021
2021-03-25,3909.52,1.633,2220.2529,0.5,2021
2021-03-24,3889.14,1.614,2277.5339,0.5,2021
2021-03-23,3910.52,1.622,2215.8931,0.5,2021
2021-03-22,3940.59,1.695,2284.29,0.5,2021
2021-03-19,3913.1,1.73,2281.7361,0.5,2021
2021-03-18,3915.46,1.706,2253.7971,0.5,2021
2021-03-17,3974.12,1.646,2346.5891,0.5,2021
2021-03-16,3962.71,1.621,2354.1499,0.5,2021
2021-03-15,3968.94,1.607,2362.4309,0.5,2021
2021-03-12,3943.34,1.625,2363.915,0.5,2021
2021-03-11,3939.34,1.535,2369.657,0.5,2021
2021-03-10,3898.81,1.521,2332.1841,0.5,2021
2021-03-09,3875.44,1.528,2330.2791,0.5,2021
2021-03-08,3821.35,1.603,2344.4651,0.5,2021
2021-03-05,3841.94,1.577,2363.4709,0.5,2021
2021-03-04,3768.47,1.557,2315.249,0.5,2021
2021-03-03,3819.72,1.484,2282.8291,0.5,2021
2021-03-02,3870.29,1.398,2270.0991,0.5,2021
2021-03-01,3901.82,1.426,2273.2729,0.5,2021
2021-02-26,3811.15,1.407,2294.251,0.5,2021
2021-02-25,3829.34,1.53,2350.4451,0.5,2021
2021-02-24,3925.43,1.372,2353.4829,0.5,2021
2021-02-23,3881.37,1.343,2314.3191,0.5,2021
2021-02-22,3876.5,1.369,2313.0669,0.5,2021
2021-02-19,3906.71,1.34,2261.053,0.5,2021
2021-02-18,3913.97,1.297,2273.989,0.5,2021
2021-02-17,3931.33,1.282,2275.781,0.5,2021
2021-02-16,3932.59,1.311,2261.9341,0.5,2021
2021-02-12,3934.83,1.21,2231.5139,0.5,2021
2021-02-11,3916.38,1.165,2206.468,0.5,2021
2021-02-10,3909.88,1.124,2210.573,0.5,2021
2021-02-09,3911.23,1.16,2211.686,0.5,2021
2021-02-08,3915.59,1.176,2202.801,0.5,2021
2021-02-05,3886.83,1.169,2168.8279,0.5,2021
2021-02-04,3871.74,1.136,2152.949,0.5,2021
2021-02-03,3830.17,1.139,2145.116,0.5,2021
2021-02-02,3826.31,1.095,2122.886,0.5,2021
2021-02-01,3773.86,1.079,2104.989,0.5,2021
2021-01-29,3714.24,1.071,2074.698,0.5,2021
2021-01-28,3787.38,1.052,2072.533,0.5,2021
2021-01-27,3750.77,1.013,2085.833,0.5,2021
2021-01-26,3849.62,1.033,2088.3621,0.5,2021
2021-01-25,3855.36,1.033,2077.074,0.5,2021
2021-01-22,3841.47,1.086,2057.3979,0.5,2021
2021-01-21,3853.07,1.109,2086.053,0.5,2021
2021-01-20,3851.85,1.077,2087.47,0.5,2021
2021-01-19,3798.91,1.092,2081.0691,0.5,2021
2021-01-15,3768.25,1.087,2078.2251,0.5,2021
2021-01-14,3795.54,1.129,2103.2461,0.5,2021
2021-01-13,3809.84,1.092,2087.3201,0.5,2021
2021-01-12,3801.19,1.129,2090.937,0.5,2021
2021-01-11,3799.61,1.144,2054.822,0.5,2021
2021-01-08,3824.68,1.119,2063.3979,0.5,2021
2021-01-07,3803.79,1.081,2044.079,0.5,2021
2021-01-06,3748.14,1.039,2040.941,0.5,2021
2021-01-05,3726.86,0.955,2030.938,0.5,2021
2021-01-04,3700.65,0.918,1970.193,0.5,2021
2020-12-31,3756.07,0.916,1976.955,0.5,2020
2020-12-30,3732.04,0.926,1969.079,0.5,2020
2020-12-29,3727.04,0.94,1953.887,0.5,2020
2020-12-28,3735.36,0.923,1940.113,0.5,2020
2020-12-24,3703.06,0.926,1953.801,0.5,2020
2020-12-23,3690.01,0.945,1953.168,0.5,2020
2020-12-22,3687.26,0.921,1924.899,0.5,2020
2020-12-21,3694.92,0.938,1941.7531,0.5,2020
2020-12-18,3709.41,0.945,1969.936,0.5,2020
2020-12-17,3722.48,0.935,1953.004,0.5,2020
2020-12-16,3701.17,0.92,1931.842,0.5,2020
2020-12-15,3694.62,0.911,1923.292,0.5,2020
2020-12-14,3647.49,0.898,1908.342,0.5,2020
2020-12-11,3663.46,0.896,1900.891,0.5,2020
2020-12-10,3668.1,0.906,1904.6949,0.5,2020
2020-12-09,3672.82,0.938,1870.379,0.5,2020
2020-12-08,3702.25,0.921,1863.403,0.5,2020
2020-12-07,3691.96,0.928,1868.4,0.5,2020
2020-12-04,3699.12,0.973,1879.8831,0.5,2020
2020-12-03,3666.72,0.911,1870.8409,0.5,2020
2020-12-02,3669.01,0.938,1868.8571,0.5,2020
2020-12-01,3662.45,0.929,1855.734,0.5,2020
2020-11-30,3621.63,0.842,1865.567,0.5,2020
2020-11-27,3638.35,0.842,1877.491,0.5,2020
2020-11-25,3629.65,0.882,1875.1169,0.5,2020
2020-11-24,3635.41,0.885,1866.071,0.5,2020
2020-11-23,3577.59,0.859,1826.3199,0.5,2020
2020-11-20,3557.54,0.824,1808.7841,0.5,2020
2020-11-19,3581.87,0.842,1790.9709,0.5,2020
2020-11-18,3567.79,0.87,1803.0129,0.5,2020
2020-11-17,3609.53,0.862,1789.819,0.5,2020
2020-11-16,3626.91,0.911,1785.369,0.5,2020
2020-11-13,3585.15,0.898,1763.431,0.5,2020
2020-11-12,3537.01,0.883,1782.078,0.5,2020
2020-11-11,3572.66,0.977,1791.946,0.5,2020
2020-11-10,3545.53,0.96,1791.842,0.5,2020
2020-11-09,3550.5,0.924,1757.996,0.5,2020
2020-11-06,3509.44,0.82,1704.6541,0.5,2020
2020-11-05,3510.45,0.766,1734.126,0.5,2020
2020-11-04,3443.44,0.771,1733.583,0.5,2020
2020-11-03,3369.16,0.896,1702.692,0.5,2020
2020-11-02,3310.24,0.852,1685.698,0.5,2020
2020-10-30,3269.96,0.874,1665.082,0.5,2020
2020-10-29,3310.11,0.831,1666.958,0.5,2020
2020-10-28,3271.03,0.774,1693.3101,0.5,2020
2020-10-27,3390.68,0.771,1745.585,0.5,2020
2020-10-26,3400.97,0.803,1725.442,0.5,2020
2020-10-23,3465.39,0.841,1752.9399,0.5,2020
2020-10-22,3453.49,0.861,1766.204,0.5,2020
2020-10-21,3435.56,0.821,1759.465,0.5,2020
2020-10-20,3443.12,0.786,1782.328,0.5,2020
2020-10-19,3426.92,0.772,1769.38,0.5,2020
2020-10-16,3483.81,0.749,1771.655,0.5,2020
2020-10-15,3483.34,0.739,1774.642,0.5,2020
2020-10-14,3488.67,0.727,1769.682,0.5,2020
2020-10-13,3511.93,0.729,1751.137,0.5,2020
2020-10-12,3534.22,0.764,1741.288,0.5,2020
2020-10-09,3477.13,0.779,1767.723,0.5,2020
2020-10-08,3446.83,0.779,1763.6429,0.5,2020
2020-10-07,3419.45,0.784,1739.479,0.5,2020
2020-10-06,3360.95,0.734,1744.396,0.5,2020
2020-10-05,3408.63,0.778,1713.021,0.5,2020
2020-10-02,3348.44,0.704,1664.184,0.5,2020
2020-10-01,3380.8,0.679,1693.712,0.5,2020
2020-09-30,3363.0,0.686,1726.8101,0.5,2020
2020-09-29,3335.47,0.651,1700.6851,0.5,2020
2020-09-28,3351.6,0.658,1728.707,0.5,2020
2020-09-25,3298.46,0.656,1717.179,0.5,2020
2020-09-24,3246.59,0.668,1718.337,0.5,2020
2020-09-23,3236.92,0.677,1714.707,0.5,2020
2020-09-22,3315.57,0.671,1715.838,0.5,2020
2020-09-21,3281.06,0.669,1712.884,0.5,2020
2020-09-18,3319.47,0.697,1765.478,0.5,2020
2020-09-17,3357.01,0.689,1756.5959,0.5,2020
2020-09-16,3385.49,0.698,1735.6801,0.5,2020
2020-09-15,3401.2,0.68,1701.903,0.5,2020
2020-09-14,3383.54,0.676,1688.833,0.5,2020
2020-09-11,3340.97,0.669,1686.429,0.5,2020
2020-09-10,3339.19,0.682,1684.8621,0.5,2020
2020-09-09,3398.96,0.698,1696.326,0.5,2020
2020-09-08,3331.84,0.682,1673.7531,0.5,2020
2020-09-04,3426.96,0.721,1736.5,0.5,2020
2020-09-03,3455.06,0.636,1755.255,0.5,2020
2020-09-02,3580.84,0.648,1769.577,0.5,2020
2020-09-01,3526.65,0.672,1799.764,0.5,2020
2020-08-31,3500.31,0.706,1792.028,0.5,2020
2020-08-28,3508.01,0.724,1800.7061,0.5,2020
2020-08-27,3484.55,0.754,1795.103,0.5,2020
2020-08-26,3478.73,0.688,1800.325,0.5,2020
2020-08-25,3443.62,0.688,1801.147,0.5,2020
2020-08-24,3431.28,0.654,1781.825,0.5,2020
2020-08-21,3397.16,0.636,1767.734,0.5,2020
2020-08-20,3385.51,0.652,1782.472,0.5,2020
2020-08-19,3374.85,0.685,1793.583,0.5,2020
2020-08-18,3389.78,0.67,1792.043,0.5,2020
2020-08-17,3381.99,0.692,1786.962,0.5,2020
2020-08-14,3372.85,0.709,1761.726,0.5,2020
2020-08-13,3373.43,0.717,1761.114,0.5,2020
2020-08-12,3380.35,0.673,1762.9041,0.5,2020
2020-08-11,3333.69,0.643,1742.002,0.5,2020
2020-08-10,3360.47,0.581,1753.2939,0.5,2020
2020-08-07,3351.28,0.566,1737.705,0.5,2020
2020-08-06,3349.16,0.538,1761.182,0.5,2020
2020-08-05,3327.77,0.549,1766.333,0.5,2020
2020-08-04,3306.51,0.512,1747.998,0.5,2020
2020-08-03,3294.61,0.554,1738.12,0.5,2020
2020-07-31,3271.12,0.533,1713.464,0.5,2020
2020-07-30,3246.22,0.545,1703.085,0.5,2020
2020-07-29,3258.44,0.577,1731.3831,0.5,2020
2020-07-28,3218.44,0.579,1721.218,0.5,2020
2020-07-27,3239.41,0.615,1727.245,0.5,2020
2020-07-24,3215.63,0.587,1724.447,0.5,2020
2020-07-23,3235.66,0.577,1722.692,0.5,2020
2020-07-22,3276.02,0.6,1732.834,0.5,2020
2020-07-21,3257.3,0.605,1730.457,0.5,2020
2020-07-20,3251.84,0.613,1700.6851,0.5,2020
2020-07-17,3224.73,0.623,1701.475,0.5,2020
2020-07-16,3215.57,0.618,1705.729,0.5,2020
2020-07-15,3226.56,0.633,1714.04,0.5,2020
2020-07-14,3197.52,0.625,1692.8409,0.5,2020
2020-07-13,3155.22,0.618,1697.36,0.5,2020
2020-07-10,3185.04,0.643,1707.7271,0.5,2020
2020-07-09,3152.05,0.613,1689.329,0.5,2020
2020-07-08,3169.94,0.666,1708.5081,0.5,2020
2020-07-07,3145.32,0.64,1700.014,0.5,2020
2020-07-06,3179.72,0.678,1695.444,0.5,2020
2020-07-02,3130.01,0.669,1688.218,0.5,2020
2020-07-01,3115.86,0.676,1667.291,0.5,2020
2020-06-30,3100.29,0.658,1650.79,0.5,2020
2020-06-29,3053.24,0.627,1645.871,0.5,2020
2020-06-26,3009.05,0.64,1613.277,0.5,2020
2020-06-25,3083.76,0.682,1624.058,0.5,2020
2020-06-24,3050.33,0.679,1617.994,0.5,2020
2020-06-23,3131.29,0.715,1672.4969,0.5,2020
2020-06-22,3117.86,0.71,1676.858,0.5,2020
2020-06-19,3097.74,0.694,1661.6541,0.5,2020
2020-06-18,3115.34,0.707,1645.201,0.5,2020
2020-06-17,3113.49,0.733,1631.167,0.5,2020
2020-06-16,3124.74,0.741,1634.6,0.5,2020
2020-06-15,3066.59,0.72,1608.6639,0.5,2020
2020-06-12,3041.31,0.71,1593.828,0.5,2020
2020-06-11,3002.1,0.666,1596.4351,0.5,2020
2020-06-10,3190.14,0.736,1663.522,0.5,2020
2020-06-09,3207.18,0.824,1650.869,0.5,2020
2020-06-08,3232.39,0.878,1639.79,0.5,2020
2020-06-05,3193.93,0.893,1662.644,0.5,2020
2020-06-04,3112.35,0.825,1616.5291,0.5,2020
2020-06-03,3122.87,0.746,1605.801,0.5,2020
2020-06-02,3080.82,0.687,1599.458,0.5,2020
2020-06-01,3055.73,0.667,1572.22,0.5,2020
2020-05-29,3044.31,0.653,1570.824,0.5,2020
2020-05-28,3029.73,0.697,1532.135,0.5,2020
2020-05-27,3036.13,0.695,1520.788,0.75,2020
