date,doller,fed,sp_data,sp_updown
1972-01-27,0.0182271444556201,0.1299999999999999,103.5,1
1972-01-28,-0.0547168252673589,-0.1299999999999999,104.16,1
1972-01-31,0.0,-0.1200000000000001,103.94,0
1972-02-01,-0.0456240884237983,0.1200000000000001,104.01,1
1972-02-02,-0.1553486246915768,-0.1200000000000001,104.68,1
1972-02-03,-0.3852839118377474,0.1200000000000001,104.64,0
1972-02-04,0.1191103181153621,0.1200000000000001,104.86,1
1972-02-07,0.1920429847653003,0.1200000000000001,104.54,0
1972-02-08,-0.1373635568872801,0.1200000000000001,104.74,1
1972-02-09,-0.0274791614450606,0.1200000000000001,105.55,1
1972-02-10,-0.2203231433030386,0.1200000000000001,105.59,1
1972-02-11,-0.0367352377329011,0.1299999999999999,105.08,0
1972-02-14,0.0091854911077022,0.1299999999999999,104.59,0
1972-02-15,0.0367174584777465,0.1200000000000001,105.03,1
1972-02-16,-0.0091820435141834,0.25,105.62,1
1972-02-17,-0.3408271986151047,-0.25,105.59,0
1972-02-18,0.0920357043241113,-0.1200000000000001,105.28,0
1972-02-22,-0.0552541446639817,-0.1299999999999999,105.29,1
1972-02-23,0.0644152031731954,-0.1200000000000001,105.38,1
1972-02-24,-0.046027433823593,0.1200000000000001,105.45,1
1972-02-25,-0.0460560007368553,-0.1200000000000001,106.18,1
1972-02-28,0.1838714769846048,-0.1200000000000001,106.19,1
1972-02-29,0.0275790433571956,0.1200000000000001,106.57,1
1972-03-01,-0.1104186602870785,0.1200000000000001,107.35,1
1972-03-02,-0.0276097555893337,0.1299999999999999,107.32,0
1972-03-03,-0.009207474311554,0.1299999999999999,107.94,1
1972-03-06,-0.0552560314007084,0.1200000000000001,108.77,1
1972-03-07,-0.1937796384484701,0.1200000000000001,108.87,1
1972-03-08,-0.1571220006595756,0.1200000000000001,108.96,1
1972-03-09,-0.1759050055382798,0.1299999999999999,108.94,0
1972-03-10,-0.2319970261322007,0.25,108.38,0
1972-03-13,0.1297497658989854,0.25,107.33,0
1972-03-14,0.2034785367144286,0.25,107.61,1
1972-03-15,0.0092425786343137,-0.25,107.75,1
1972-03-16,0.0646950110358997,-0.25,107.5,0
1972-03-17,0.0184845683008265,-0.25,107.92,1
1972-03-20,0.8883606394658831,-0.25,107.59,0
1972-03-21,-0.6266703414124043,0.1200000000000001,106.69,0
1972-03-22,-0.2124150370559168,0.1200000000000001,106.84,1
1972-03-23,0.0553784402945664,0.1200000000000001,107.75,1
1972-03-24,0.1474691244239638,0.1200000000000001,107.52,0
1972-03-27,0.1380598225851856,0.1200000000000001,107.3,0
1972-03-28,-0.1751825573961183,0.1299999999999999,107.17,0
1972-03-29,-0.0738162042945925,0.3700000000000001,106.49,0
1972-03-30,0.0,-0.25,107.2,1
1972-04-03,-0.0092221091845923,-0.25,107.48,1
1972-04-04,0.0276743537329488,-0.25,108.12,1
1972-04-05,0.0737472324738005,0.1299999999999999,109.0,1
1972-04-06,0.018430414746547,-0.1299999999999999,109.53,1
1972-04-07,0.0276412054514104,0.0599999999999996,109.62,1
1972-04-10,-0.0645399231471571,0.0599999999999996,109.45,0
1972-04-11,-0.1754890600024609,-0.0599999999999996,109.76,1
1972-04-12,0.1199308095953698,-0.75,110.18,1
1972-04-13,-0.0092287112208549,0.6299999999999999,109.91,0
1972-04-14,0.2484860942946381,0.1200000000000001,109.84,0
1972-04-17,-0.1105610824529078,-0.1900000000000004,109.51,0
1972-04-18,0.0092141867559414,-0.1799999999999997,109.77,1
1972-04-19,0.211432250518774,-0.3799999999999999,109.2,0
1972-04-20,0.0643077641581543,0.6299999999999999,109.04,0
1972-04-21,-0.2025232496324162,-0.1299999999999999,108.89,0
1972-04-24,0.018412332841004,-0.1299999999999999,108.19,0
1972-04-25,-0.0276183015756348,0.25,107.12,0
1972-04-26,-0.0552735824479324,0.75,106.89,0
1972-04-27,0.0276250125287841,-0.6200000000000001,107.05,1
1972-04-28,0.0,-0.0700000000000002,107.67,1
1972-05-01,0.0276256667015537,-0.0599999999999996,106.69,0
1972-05-02,-0.0368401172068533,-0.0599999999999996,106.08,0
1972-05-03,0.0,-0.1900000000000004,105.99,0
1972-05-04,-0.0368536941509605,0.25,106.25,1
1972-05-05,-0.0460899630581648,0.25,106.63,1
1972-05-08,0.0276437530679287,-0.1200000000000001,106.14,0
1972-05-09,0.0,-0.1299999999999999,104.74,0
1972-05-10,-0.1199354195030488,0.25,105.42,1
1972-05-11,-0.1108358763508596,0.25,105.77,1
1972-05-12,0.0553909340830526,0.0599999999999996,106.38,1
1972-05-15,0.0369115058527808,-0.0599999999999996,106.86,1
1972-05-16,0.0829762131935842,0.0599999999999996,106.66,0
1972-05-17,0.0552875061358574,0.1900000000000004,106.89,1
1972-05-18,-0.1199354195030488,-0.1900000000000004,107.94,1
1972-05-19,-0.0092286402259266,-0.0599999999999996,108.98,1
1972-05-22,0.0,-0.0599999999999996,109.69,1
1972-05-23,-0.0092221091845923,-0.0599999999999996,109.78,1
1972-05-24,-0.0276970658186083,-0.1200000000000001,110.31,1
1972-05-25,-0.0831371824480363,0.1799999999999997,110.46,1
1972-05-26,0.0553947014198939,0.1799999999999997,110.66,1
1972-05-30,-0.0184661555225116,0.1799999999999997,110.35,0
1972-05-31,-0.0184760326538109,0.4400000000000004,109.53,0
1972-06-01,-0.0924461512886381,-0.3099999999999996,109.69,1
1972-06-02,-0.0462402872852397,0.0599999999999996,109.73,1
1972-06-05,-0.0092516880098817,-0.0599999999999996,108.82,0
1972-06-06,0.0184925557706305,0.0599999999999996,108.21,0
1972-06-07,0.0277431572580171,0.0599999999999996,107.65,0
1972-06-08,-0.0462519651627824,0.0599999999999996,107.28,0
1972-06-09,-0.0370139724252833,0.0599999999999996,106.86,0
1972-06-12,-0.0185071720914152,-0.0599999999999996,107.01,1
1972-06-13,0.0092494911946873,-0.0600000000000005,107.55,1
1972-06-14,-0.0740831614905555,-0.0600000000000005,108.39,1
1972-06-15,-0.0092636842709671,0.0600000000000005,108.44,1
1972-06-16,0.0462840227629401,-0.0600000000000005,108.36,0
1972-06-19,0.1663585998066087,0.0600000000000005,108.11,0
1972-06-20,0.0461921478060081,-0.0600000000000005,108.56,1
1972-06-21,0.184414020776779,-0.0600000000000005,108.79,1
1972-06-22,0.1013273784327049,0.0600000000000005,108.68,0
1972-06-23,0.193067027481862,0.0600000000000005,108.27,0
1972-06-26,-0.5082202873016118,0.0599999999999996,107.48,0
1972-06-27,0.1291989652159569,0.0599999999999996,107.37,0
1972-06-28,0.1842271588840635,0.0700000000000002,107.02,0
1972-06-29,-0.3512645590682069,0.0700000000000002,106.82,0
1972-06-30,0.2673559484893796,-0.1299999999999999,107.14,1
1972-07-03,0.0368638828335877,0.25,107.49,1
1972-07-05,0.0920716315986378,-0.1200000000000001,108.1,1
1972-07-06,-0.0921564815748476,-0.1200000000000001,109.04,1
1972-07-07,0.0828692464616797,0.1200000000000001,108.69,0
1972-07-10,-0.018415914193855,-0.0599999999999996,108.11,0
1972-07-11,0.0092034260688305,-0.1900000000000004,107.32,0
1972-07-12,0.0184191140924467,-0.25,106.89,0
1972-07-13,-0.0829377096278332,0.3799999999999999,106.28,0
1972-07-14,-0.0553180901283313,-0.0700000000000002,106.8,1
1972-07-17,0.0184402649767627,-0.0700000000000002,105.88,0
1972-07-18,0.0460665258091518,0.0700000000000002,105.83,0
1972-07-19,0.0368435110988205,-0.8799999999999999,106.14,1
1972-07-20,0.1287820819499806,0.8099999999999996,105.81,0
1972-07-21,-0.0368096077447148,0.0700000000000002,106.66,1
1972-07-24,0.0459924572664321,-0.0700000000000002,107.92,1
1972-07-25,0.0643441486869803,-0.0599999999999996,107.6,0
1972-07-26,-0.0275827505041822,-0.25,107.53,0
1972-07-27,-0.0275903606845331,0.3099999999999996,107.28,0
1972-07-28,0.0,-0.0599999999999996,107.38,1
1972-07-31,0.0275827505041822,-0.0599999999999996,107.39,1
1972-08-01,0.0,0.1299999999999999,108.4,1
1972-08-02,0.0091891148990318,0.1200000000000001,109.29,1
1972-08-03,0.0459501929792221,-0.1200000000000001,110.14,1
1972-08-04,-0.0275751445208548,-0.1200000000000001,110.43,1
1972-08-07,-0.0275827505041822,0.0600000000000005,110.61,1
1972-08-08,0.0,0.0599999999999996,110.69,1
1972-08-09,0.0091891148990318,0.1299999999999999,110.86,1
1972-08-10,0.0091947049935163,-0.1299999999999999,111.05,1
1972-08-11,0.0183860289047971,0.0599999999999996,111.95,1
1972-08-14,0.0091857367739215,0.0599999999999996,112.55,1
1972-08-15,-0.0183812848756103,0.0599999999999996,112.06,0
1972-08-16,0.0275675427311059,0.4400000000000004,111.66,0
1972-08-17,0.0642841405481231,-0.3700000000000001,111.34,0
1972-08-18,0.0642437597672822,-0.0700000000000002,111.76,1
1972-08-21,0.0,-0.1199999999999992,111.72,0
1972-08-22,0.0642025136586559,-0.1900000000000004,112.41,1
1972-08-23,-0.0642437597672953,0.25,112.26,0
1972-08-24,-0.0550936629000205,0.25,111.02,0
1972-08-25,0.009183729347765,0.25,110.67,0
1972-08-28,0.0733957257252167,0.0599999999999996,110.23,0
1972-09-01,-0.0275321221322732,0.3800000000000008,111.51,1
1972-09-05,0.0183556610839881,-0.5600000000000005,111.23,0
1972-09-06,0.0183458715596363,-0.8799999999999999,110.55,0
1972-09-07,-0.0367116376350221,1.0,110.29,0
1972-09-08,-0.045904873899367,-0.1200000000000001,110.15,0
1972-09-11,0.0367076650768476,-0.1200000000000001,109.51,0
1972-09-12,0.036701532924153,0.0600000000000005,108.47,0
1972-09-13,0.0,0.1899999999999995,108.9,1
1972-09-14,-0.0275321221322732,-0.1899999999999995,108.93,1
1972-09-15,0.0091786729450429,0.1899999999999995,108.81,0
1972-09-18,0.0275220183486272,0.0600000000000005,108.61,0
1972-09-19,0.0550137549058025,0.1899999999999995,108.55,0
