,date,doller,sp_close,sp_volume,mi_close,mi_volume,gsci_close,fed,gdp,cpi,unem,infl,sp_volatility,sp_updown,pmi,lead_idx,csi,cci,supply,permit,주식,채권,원자재,현금
0,2020-08-31,-0.6880980539726916,0.673257665982696,-1.8750190861063325,0.2014823343167598,-62.67634854771784,0.3121325071597585,12.499999999999991,8.528480431005224,0.4010938219174286,-17.647058823529402,30.000000000000004,-0.2683967142771687,0,3.538175046554932,0.5622900000000044,0.2551699999999925,1.5999999999999943,0.4355009902723642,-2.124919510624597,0.3,0.1,0.5,0.1
1,2020-08-28,0.0,0.1673024350840727,4.666574329579476,-0.2440600100495323,-18.027210884353742,-0.2900587393942749,-11.111111111111107,8.528480431005224,0.4010938219174286,-17.647058823529402,30.000000000000004,0.3811496870967142,1,3.538175046554932,0.5622900000000044,0.2551699999999925,1.5999999999999943,0.4355009902723642,-2.124919510624597,0.3,0.1,0.5,0.1
2,2020-08-27,-0.0107503762631594,1.0195666188487733,3.731660818390296,0.0,-2.0,-0.0456375853830858,0.0,8.528480431005224,0.4010938219174286,-17.647058823529402,30.000000000000004,-0.0169290186333889,0,3.538175046554932,0.5622900000000044,0.2551699999999925,1.5999999999999943,0.4355009902723642,-2.124919510624597,0.3,0.1,0.5,0.1
3,2020-08-26,-0.3001071811361213,0.3596325569466697,-2.9337381225041503,-0.1505160550458772,96.07843137254902,1.0843938097175587,0.0,8.528480431005224,0.4010938219174286,-17.647058823529402,30.000000000000004,0.8336304373661283,1,3.538175046554932,0.5622900000000044,0.2551699999999925,1.5999999999999943,0.4355009902723642,-2.124919510624597,0.3,0.1,0.5,0.1
4,2020-08-25,0.0536193029490586,1.0043683547433842,0.6279989852702258,-0.0286615075952938,53.89412486546837,0.7971221914609394,0.0,8.528480431005224,0.4010938219174286,-17.647058823529402,30.000000000000004,0.2232279282294583,1,3.538175046554932,0.5622900000000044,0.2551699999999925,1.5999999999999943,0.4355009902723642,-2.124919510624597,0.3,0.1,0.5,0.1
5,2020-08-24,0.4957430757624676,0.3441135899760932,1.7176112110023745,0.0,1.408637467104592,-0.8268292573459811,0.0,8.528480431005224,0.4010938219174286,-17.647058823529402,30.000000000000004,0.3858880251836568,1,3.538175046554932,0.5622900000000044,0.2551699999999925,1.5999999999999943,0.4355009902723642,-2.124919510624597,0.3,0.1,0.5,0.1
6,2020-08-21,-0.1076542146624979,0.315865890335876,-6.220395007826015,0.1291433491175253,-4.81747572815534,-0.6194862462456492,0.0,8.528480431005224,0.4010938219174286,-17.647058823529402,30.000000000000004,0.3292961332069201,1,3.538175046554932,0.5622900000000044,0.2551699999999925,1.5999999999999943,0.4355009902723642,-2.124919510624597,0.3,0.1,0.5,0.1
7,2020-08-20,0.6719410425923968,-0.4404415625792909,0.0816734556116362,-0.0071741157902223,21.14369053079755,0.0859354379331406,0.0,8.528480431005224,0.4010938219174286,-17.647058823529402,30.000000000000004,0.7448340713231503,1,3.538175046554932,0.5622900000000044,0.2551699999999925,1.5999999999999943,0.4355009902723642,-2.124919510624597,0.3,0.1,0.5,0.1
8,2020-08-19,-0.6246634356488943,0.2303377597213598,5.720605018944295,0.0430632311777606,-14.977,0.2843373278222986,-10.000000000000009,8.528480431005224,0.4010938219174286,-17.647058823529402,30.000000000000004,-0.5205585245143067,0,3.538175046554932,0.5622900000000044,0.2551699999999925,1.5999999999999943,0.4355009902723642,-2.124919510624597,0.3,0.1,0.5,0.1
9,2020-08-18,-0.2685284640171858,0.2709874438531174,14.964927663305568,0.143750449220166,-9.90990990990991,1.4324588500141269,0.0,8.528480431005224,0.4010938219174286,-17.647058823529402,30.000000000000004,0.0808965940762505,1,3.538175046554932,0.5622900000000044,0.2551699999999925,1.5999999999999943,0.4355009902723642,-2.124919510624597,0.3,0.1,0.5,0.1
