date,sp,doller,fed,gdp,cpi
2022-03-31,"4,530.41",98.309998,0.33,24382.683,287.708
2022-03-30,"4,602.45",97.790001,0.33,24382.683,287.708
2022-03-29,"4,631.60",98.400002,0.33,24382.683,287.708
2022-03-28,"4,575.52",99.089996,0.33,24382.683,287.708
2022-03-25,"4,543.06",98.809998,0.33,24382.683,287.708
2022-03-24,"4,520.16",98.790001,0.33,24382.683,287.708
2022-03-23,"4,456.24",98.620003,0.33,24382.683,287.708
2022-03-22,"4,511.61",98.489998,0.33,24382.683,287.708
2022-03-21,"4,461.18",98.5,0.33,24382.683,287.708
2022-03-18,"4,463.12",98.230003,0.33,24382.683,287.708
2022-03-17,"4,411.67",98.010002,0.33,24382.683,287.708
2022-03-16,"4,357.86",98.379997,0.08,24382.683,287.708
2022-03-15,"4,262.45",99.07,0.08,24382.683,287.708
2022-03-14,"4,173.11",99.059998,0.08,24382.683,287.708
2022-03-11,"4,204.31",99.120003,0.08,24382.683,287.708
2022-03-10,"4,259.52",98.510002,0.08,24382.683,287.708
2022-03-09,"4,277.88",97.970001,0.08,24382.683,287.708
2022-03-08,"4,170.70",99.059998,0.08,24382.683,287.708
2022-03-07,"4,201.09",99.290001,0.08,24382.683,287.708
2022-03-04,"4,328.87",98.650002,0.08,24382.683,287.708
2022-03-03,"4,363.49",97.790001,0.08,24382.683,287.708
2022-03-02,"4,386.54",97.389999,0.08,24382.683,287.708
2022-03-01,"4,306.26",97.410004,0.08,24382.683,287.708
2022-02-28,"4,373.94",96.709999,0.08,24382.683,284.182
2022-02-25,"4,384.65",96.620003,0.08,24382.683,284.182
2022-02-24,"4,288.70",97.139999,0.08,24382.683,284.182
2022-02-23,"4,225.50",96.190002,0.08,24382.683,284.182
2022-02-22,"4,304.76",96.029999,0.08,24382.683,284.182
2022-02-18,"4,348.87",96.040001,0.08,24382.683,284.182
2022-02-17,"4,380.26",95.800003,0.08,24382.683,284.182
2022-02-16,"4,475.01",95.699997,0.08,24382.683,284.182
2022-02-15,"4,471.07",95.989998,0.08,24382.683,284.182
2022-02-14,"4,401.67",96.370003,0.08,24382.683,284.182
2022-02-11,"4,418.64",96.080002,0.08,24382.683,284.182
2022-02-10,"4,504.08",95.550003,0.08,24382.683,284.182
2022-02-09,"4,587.18",95.489998,0.08,24382.683,284.182
2022-02-08,"4,521.54",95.639999,0.08,24382.683,284.182
2022-02-07,"4,483.87",95.400002,0.08,24382.683,284.182
2022-02-04,"4,500.53",95.480003,0.08,24382.683,284.182
2022-02-03,"4,477.44",95.379997,0.08,24382.683,284.182
2022-02-02,"4,589.38",95.940002,0.08,24382.683,284.182
2022-02-01,"4,546.54",96.389999,0.08,24382.683,284.182
2022-01-31,"4,515.55",96.540001,0.08,24382.683,281.933
2022-01-28,"4,431.85",97.269997,0.08,24382.683,281.933
2022-01-27,"4,326.51",97.260002,0.08,24382.683,281.933
2022-01-26,"4,349.93",96.489998,0.08,24382.683,281.933
2022-01-25,"4,356.45",95.949997,0.08,24382.683,281.933
2022-01-24,"4,410.13",95.919998,0.08,24382.683,281.933
2022-01-21,"4,397.94",95.639999,0.08,24382.683,281.933
2022-01-20,"4,482.73",95.739998,0.08,24382.683,281.933
2022-01-19,"4,532.76",95.510002,0.08,24382.683,281.933
2022-01-18,"4,577.11",95.730003,0.08,24382.683,281.933
2022-01-14,"4,662.85",95.169998,0.08,24382.683,281.933
2022-01-13,"4,659.03",94.790001,0.08,24382.683,281.933
2022-01-12,"4,726.35",95.0,0.08,24382.683,281.933
2022-01-11,"4,713.07",95.620003,0.08,24382.683,281.933
2022-01-10,"4,670.29",95.989998,0.08,24382.683,281.933
2022-01-07,"4,677.03",95.739998,0.08,24382.683,281.933
2022-01-06,"4,696.05",96.25,0.08,24382.683,281.933
2022-01-05,"4,700.58",96.190002,0.08,24382.683,281.933
2022-01-04,"4,793.54",96.290001,0.08,24382.683,281.933
2022-01-03,"4,796.56",96.239998,0.08,24382.683,281.933
2021-12-31,"4,766.18",95.669998,0.07,24002.815,280.126
2021-12-30,"4,778.73",95.970001,0.08,24002.815,280.126
2021-12-29,"4,793.06",95.93,0.08,24002.815,280.126
2021-12-28,"4,786.35",96.199997,0.08,24002.815,280.126
2021-12-27,"4,791.19",96.089996,0.08,24002.815,280.126
2021-12-23,"4,725.79",96.019997,0.08,24002.815,280.126
2021-12-22,"4,696.56",96.080002,0.08,24002.815,280.126
2021-12-21,"4,649.23",96.489998,0.08,24002.815,280.126
2021-12-20,"4,568.02",96.550003,0.08,24002.815,280.126
2021-12-17,"4,620.64",96.57,0.08,24002.815,280.126
2021-12-16,"4,668.67",96.040001,0.08,24002.815,280.126
2021-12-15,"4,709.85",96.510002,0.08,24002.815,280.126
2021-12-14,"4,634.09",96.57,0.08,24002.815,280.126
2021-12-13,"4,668.97",96.32,0.08,24002.815,280.126
2021-12-10,"4,712.02",96.050003,0.08,24002.815,280.126
2021-12-09,"4,667.45",96.269997,0.08,24002.815,280.126
2021-12-08,"4,701.21",95.889999,0.08,24002.815,280.126
2021-12-07,"4,686.75",96.370003,0.08,24002.815,280.126
2021-12-06,"4,591.67",96.290001,0.08,24002.815,280.126
2021-12-03,"4,538.43",96.120003,0.08,24002.815,280.126
2021-12-02,"4,577.10",96.129997,0.08,24002.815,280.126
2021-12-01,"4,513.04",96.050003,0.08,24002.815,280.126
2021-11-30,"4,567.00",95.989998,0.07,24002.815,278.524
2021-11-29,"4,655.27",96.339996,0.08,24002.815,278.524
2021-11-26,"4,594.62",96.089996,0.08,24002.815,278.524
2021-11-24,"4,701.46",96.839996,0.08,24002.815,278.524
2021-11-23,"4,690.70",96.489998,0.08,24002.815,278.524
2021-11-22,"4,682.94",96.5,0.08,24002.815,278.524
2021-11-19,"4,697.96",96.07,0.08,24002.815,278.524
2021-11-18,"4,704.54",95.540001,0.08,24002.815,278.524
2021-11-17,"4,688.67",95.830002,0.08,24002.815,278.524
2021-11-16,"4,700.90",95.919998,0.08,24002.815,278.524
2021-11-15,"4,682.80",95.410004,0.08,24002.815,278.524
2021-11-12,"4,682.85",95.129997,0.08,24002.815,278.524
2021-11-10,"4,646.71",94.849998,0.08,24002.815,278.524
2021-11-09,"4,685.25",93.959999,0.08,24002.815,278.524
2021-11-08,"4,701.70",94.050003,0.08,24002.815,278.524
2021-11-05,"4,697.53",94.32,0.08,24002.815,278.524
2021-11-04,"4,680.06",94.349998,0.08,24002.815,278.524
2021-11-03,"4,660.57",93.860001,0.08,24002.815,278.524
2021-11-02,"4,630.65",94.089996,0.08,24002.815,278.524
2021-11-01,"4,613.67",93.879997,0.08,24002.815,278.524
2021-10-29,"4,605.38",94.120003,0.07,24002.815,276.59
2021-10-28,"4,596.42",93.349998,0.08,24002.815,276.59
2021-10-27,"4,551.68",93.860001,0.08,24002.815,276.59
2021-10-26,"4,574.79",93.949997,0.08,24002.815,276.59
2021-10-25,"4,566.48",93.809998,0.08,24002.815,276.59
2021-10-22,"4,544.90",93.610001,0.08,24002.815,276.59
2021-10-21,"4,549.78",93.769997,0.08,24002.815,276.59
2021-10-20,"4,536.19",93.559998,0.08,24002.815,276.59
2021-10-19,"4,519.63",93.790001,0.08,24002.815,276.59
2021-10-18,"4,486.46",93.949997,0.08,24002.815,276.59
2021-10-15,"4,471.37",93.940002,0.08,24002.815,276.59
2021-10-14,"4,438.26",93.959999,0.08,24002.815,276.59
2021-10-13,"4,363.80",94.080002,0.08,24002.815,276.59
2021-10-12,"4,350.65",94.519997,0.08,24002.815,276.59
2021-10-08,"4,391.34",94.07,0.08,24002.815,276.59
2021-10-07,"4,399.76",94.220001,0.08,24002.815,276.59
2021-10-06,"4,363.55",94.269997,0.08,24002.815,276.59
2021-10-05,"4,345.72",93.980003,0.08,24002.815,276.59
2021-10-04,"4,300.46",93.809998,0.08,24002.815,276.59
2021-10-01,"4,357.04",94.040001,0.08,24002.815,276.59
2021-09-30,"4,307.54",94.25,0.06,23202.344,274.214
2021-09-29,"4,359.46",94.339996,0.08,23202.344,274.214
2021-09-28,"4,352.63",93.769997,0.08,23202.344,274.214
2021-09-27,"4,443.11",93.379997,0.08,23202.344,274.214
2021-09-24,"4,455.48",93.330002,0.08,23202.344,274.214
2021-09-23,"4,448.98",93.099998,0.08,23202.344,274.214
2021-09-22,"4,395.64",93.459999,0.08,23202.344,274.214
2021-09-21,"4,354.19",93.199997,0.08,23202.344,274.214
2021-09-20,"4,357.73",93.239998,0.08,23202.344,274.214
2021-09-17,"4,432.99",93.199997,0.08,23202.344,274.214
2021-09-16,"4,473.75",92.860001,0.08,23202.344,274.214
2021-09-15,"4,480.70",92.489998,0.08,23202.344,274.214
2021-09-14,"4,443.05",92.650002,0.08,23202.344,274.214
2021-09-13,"4,468.73",92.620003,0.08,23202.344,274.214
2021-09-10,"4,458.58",92.580002,0.08,23202.344,274.214
2021-09-09,"4,493.28",92.480003,0.08,23202.344,274.214
2021-09-08,"4,514.07",92.650002,0.08,23202.344,274.214
2021-09-07,"4,520.03",92.519997,0.08,23202.344,274.214
2021-09-03,"4,535.43",92.040001,0.08,23202.344,274.214
2021-09-02,"4,536.95",92.230003,0.08,23202.344,274.214
2021-09-01,"4,524.09",92.449997,0.08,23202.344,274.214
2021-08-31,"4,522.68",92.629997,0.06,23202.344,273.092
2021-08-30,"4,528.79",92.650002,0.08,23202.344,273.092
2021-08-27,"4,509.37",92.690002,0.08,23202.344,273.092
2021-08-26,"4,470.00",93.059998,0.09,23202.344,273.092
2021-08-25,"4,496.19",92.830002,0.09,23202.344,273.092
2021-08-24,"4,486.23",92.889999,0.09,23202.344,273.092
2021-08-23,"4,479.53",92.959999,0.09,23202.344,273.092
2021-08-20,"4,441.67",93.5,0.09,23202.344,273.092
2021-08-19,"4,405.80",93.57,0.09,23202.344,273.092
2021-08-18,"4,400.27",93.139999,0.09,23202.344,273.092
2021-08-17,"4,448.08",93.129997,0.1,23202.344,273.092
2021-08-16,"4,479.71",92.629997,0.1,23202.344,273.092
2021-08-13,"4,468.00",92.519997,0.1,23202.344,273.092
2021-08-12,"4,460.83",93.040001,0.1,23202.344,273.092
2021-08-11,"4,442.41",92.910004,0.1,23202.344,273.092
2021-08-10,"4,436.75",93.059998,0.1,23202.344,273.092
2021-08-09,"4,432.35",92.949997,0.1,23202.344,273.092
2021-08-06,"4,436.52",92.800003,0.1,23202.344,273.092
2021-08-05,"4,429.10",92.239998,0.1,23202.344,273.092
2021-08-04,"4,402.66",92.269997,0.1,23202.344,273.092
2021-08-03,"4,423.15",92.080002,0.1,23202.344,273.092
2021-08-02,"4,387.16",92.050003,0.1,23202.344,273.092
2021-07-30,"4,395.26",92.169998,0.07,23202.344,272.184
2021-07-29,"4,419.15",91.860001,0.1,23202.344,272.184
2021-07-28,"4,400.64",92.32,0.1,23202.344,272.184
2021-07-27,"4,401.46",92.43,0.1,23202.344,272.184
2021-07-26,"4,422.30",92.650002,0.1,23202.344,272.184
2021-07-23,"4,411.79",92.910004,0.1,23202.344,272.184
2021-07-22,"4,367.48",92.82,0.1,23202.344,272.184
2021-07-21,"4,358.69",92.75,0.1,23202.344,272.184
2021-07-20,"4,323.06",92.970001,0.1,23202.344,272.184
2021-07-19,"4,258.49",92.889999,0.1,23202.344,272.184
2021-07-16,"4,327.16",92.690002,0.1,23202.344,272.184
2021-07-15,"4,360.03",92.620003,0.1,23202.344,272.184
2021-07-14,"4,374.30",92.410004,0.1,23202.344,272.184
2021-07-13,"4,369.21",92.75,0.1,23202.344,272.184
2021-07-12,"4,384.63",92.230003,0.1,23202.344,272.184
2021-07-09,"4,369.55",92.129997,0.1,23202.344,272.184
2021-07-08,"4,320.82",92.360001,0.1,23202.344,272.184
2021-07-07,"4,358.13",92.639999,0.1,23202.344,272.184
2021-07-06,"4,343.54",92.550003,0.1,23202.344,272.184
2021-07-02,"4,352.34",92.230003,0.1,23202.344,272.184
2021-07-01,"4,319.94",92.599998,0.1,23202.344,272.184
2021-06-30,"4,297.50",92.440002,0.08,22740.959,270.955
2021-06-29,"4,291.80",92.050003,0.1,22740.959,270.955
2021-06-28,"4,290.61",91.879997,0.1,22740.959,270.955
2021-06-25,"4,280.70",91.809998,0.1,22740.959,270.955
2021-06-24,"4,266.49",91.82,0.1,22740.959,270.955
2021-06-23,"4,241.84",91.800003,0.1,22740.959,270.955
2021-06-22,"4,246.44",91.730003,0.1,22740.959,270.955
2021-06-21,"4,224.79",91.860001,0.1,22740.959,270.955
2021-06-18,"4,166.45",92.230003,0.1,22740.959,270.955
2021-06-17,"4,221.86",91.889999,0.1,22740.959,270.955
2021-06-16,"4,223.70",91.129997,0.06,22740.959,270.955
2021-06-15,"4,246.59",90.540001,0.06,22740.959,270.955
2021-06-14,"4,255.15",90.519997,0.06,22740.959,270.955
2021-06-11,"4,247.44",90.559998,0.06,22740.959,270.955
2021-06-10,"4,239.18",90.080002,0.06,22740.959,270.955
2021-06-09,"4,219.55",90.120003,0.06,22740.959,270.955
2021-06-08,"4,227.26",90.080002,0.06,22740.959,270.955
2021-06-07,"4,226.52",89.949997,0.06,22740.959,270.955
2021-06-04,"4,229.89",90.139999,0.06,22740.959,270.955
2021-06-03,"4,192.85",90.5,0.06,22740.959,270.955
2021-06-02,"4,208.12",89.900002,0.06,22740.959,270.955
2021-06-01,"4,202.04",89.830002,0.06,22740.959,270.955
2021-05-28,"4,204.11",90.029999,0.05,22740.959,268.599
2021-05-27,"4,200.88",89.970001,0.06,22740.959,268.599
2021-05-26,"4,195.99",90.040001,0.06,22740.959,268.599
2021-05-25,"4,188.13",89.639999,0.06,22740.959,268.599
2021-05-24,"4,197.05",89.830002,0.06,22740.959,268.599
2021-05-21,"4,155.86",90.019997,0.06,22740.959,268.599
2021-05-20,"4,159.12",89.809998,0.06,22740.959,268.599
2021-05-19,"4,115.68",90.190002,0.06,22740.959,268.599
2021-05-18,"4,127.83",89.75,0.06,22740.959,268.599
2021-05-17,"4,163.29",90.220001,0.06,22740.959,268.599
2021-05-14,"4,173.85",90.32,0.06,22740.959,268.599
2021-05-13,"4,112.50",90.75,0.06,22740.959,268.599
2021-05-12,"4,063.04",90.709999,0.06,22740.959,268.599
2021-05-11,"4,152.10",90.139999,0.06,22740.959,268.599
2021-05-10,"4,188.43",90.209999,0.06,22740.959,268.599
2021-05-07,"4,232.60",90.230003,0.06,22740.959,268.599
2021-05-06,"4,201.62",90.949997,0.06,22740.959,268.599
2021-05-05,"4,167.59",91.309998,0.06,22740.959,268.599
2021-05-04,"4,164.66",91.290001,0.06,22740.959,268.599
2021-05-03,"4,192.66",90.949997,0.06,22740.959,268.599
2021-04-30,"4,181.17",91.279999,0.05,22740.959,266.727
2021-04-29,"4,211.47",90.610001,0.06,22740.959,266.727
2021-04-28,"4,183.18",90.610001,0.07,22740.959,266.727
2021-04-27,"4,186.72",90.910004,0.07,22740.959,266.727
2021-04-26,"4,187.62",90.809998,0.07,22740.959,266.727
2021-04-23,"4,180.17",90.860001,0.07,22740.959,266.727
2021-04-22,"4,134.98",91.330002,0.07,22740.959,266.727
2021-04-21,"4,173.42",91.160004,0.07,22740.959,266.727
2021-04-20,"4,134.94",91.239998,0.07,22740.959,266.727
2021-04-19,"4,163.26",91.07,0.07,22740.959,266.727
2021-04-16,"4,185.47",91.559998,0.07,22740.959,266.727
2021-04-15,"4,170.42",91.669998,0.07,22740.959,266.727
2021-04-14,"4,124.66",91.690002,0.07,22740.959,266.727
2021-04-13,"4,141.59",91.849998,0.07,22740.959,266.727
2021-04-12,"4,127.99",92.139999,0.07,22740.959,266.727
2021-04-09,"4,128.80",92.160004,0.07,22740.959,266.727
2021-04-08,"4,097.17",92.059998,0.07,22740.959,266.727
2021-04-07,"4,079.95",92.459999,0.07,22740.959,266.727
2021-04-06,"4,073.94",92.339996,0.07,22740.959,266.727
2021-04-05,"4,077.91",92.599998,0.07,22740.959,266.727
2021-04-01,"4,019.87",92.93,0.07,22740.959,266.727
2021-03-31,"3,972.89",93.230003,0.06,22038.226,265.028
2021-03-30,"3,958.55",93.300003,0.07,22038.226,265.028
2021-03-29,"3,971.09",92.940002,0.07,22038.226,265.028
2021-03-26,"3,974.54",92.769997,0.07,22038.226,265.028
2021-03-25,"3,909.52",92.879997,0.07,22038.226,265.028
2021-03-24,"3,889.14",92.529999,0.07,22038.226,265.028
2021-03-23,"3,910.52",92.339996,0.07,22038.226,265.028
2021-03-22,"3,940.59",91.800003,0.07,22038.226,265.028
2021-03-19,"3,913.10",91.919998,0.07,22038.226,265.028
2021-03-18,"3,915.46",91.849998,0.07,22038.226,265.028
2021-03-17,"3,974.12",91.400002,0.07,22038.226,265.028
2021-03-16,"3,962.71",91.870003,0.07,22038.226,265.028
2021-03-15,"3,968.94",91.830002,0.07,22038.226,265.028
2021-03-12,"3,943.34",91.68,0.07,22038.226,265.028
2021-03-11,"3,939.34",91.419998,0.07,22038.226,265.028
2021-03-10,"3,898.81",91.790001,0.07,22038.226,265.028
2021-03-09,"3,875.44",91.959999,0.07,22038.226,265.028
2021-03-08,"3,821.35",92.309998,0.07,22038.226,265.028
2021-03-05,"3,841.94",91.980003,0.07,22038.226,265.028
2021-03-04,"3,768.47",91.629997,0.07,22038.226,265.028
2021-03-03,"3,819.72",90.949997,0.07,22038.226,265.028
2021-03-02,"3,870.29",90.790001,0.07,22038.226,265.028
2021-03-01,"3,901.82",91.040001,0.07,22038.226,265.028
2021-02-26,"3,811.15",90.93,0.07,22038.226,263.346
2021-02-25,"3,829.34",90.129997,0.07,22038.226,263.346
2021-02-24,"3,925.43",90.18,0.07,22038.226,263.346
2021-02-23,"3,881.37",90.169998,0.07,22038.226,263.346
2021-02-22,"3,876.50",90.010002,0.07,22038.226,263.346
2021-02-19,"3,906.71",90.360001,0.07,22038.226,263.346
2021-02-18,"3,913.97",90.589996,0.07,22038.226,263.346
2021-02-17,"3,931.33",90.949997,0.08,22038.226,263.346
2021-02-16,"3,932.59",90.510002,0.08,22038.226,263.346
2021-02-12,"3,934.83",90.480003,0.08,22038.226,263.346
2021-02-11,"3,916.38",90.419998,0.08,22038.226,263.346
2021-02-10,"3,909.88",90.370003,0.08,22038.226,263.346
2021-02-09,"3,911.23",90.440002,0.08,22038.226,263.346
2021-02-08,"3,915.59",90.93,0.07,22038.226,263.346
2021-02-05,"3,886.83",91.040001,0.08,22038.226,263.346
2021-02-04,"3,871.74",91.529999,0.08,22038.226,263.346
2021-02-03,"3,830.17",91.120003,0.08,22038.226,263.346
2021-02-02,"3,826.31",91.199997,0.08,22038.226,263.346
2021-02-01,"3,773.86",91.019997,0.08,22038.226,263.346
2021-01-29,"3,714.24",90.580002,0.07,22038.226,262.2
2021-01-28,"3,787.38",90.459999,0.07,22038.226,262.2
2021-01-27,"3,750.77",90.650002,0.08,22038.226,262.2
2021-01-26,"3,849.62",90.169998,0.08,22038.226,262.2
2021-01-25,"3,855.36",90.389999,0.08,22038.226,262.2
2021-01-22,"3,841.47",90.239998,0.08,22038.226,262.2
2021-01-21,"3,853.07",90.129997,0.08,22038.226,262.2
2021-01-20,"3,851.85",90.470001,0.09,22038.226,262.2
2021-01-19,"3,798.91",90.5,0.09,22038.226,262.2
2021-01-15,"3,768.25",90.779999,0.09,22038.226,262.2
2021-01-14,"3,795.54",90.239998,0.09,22038.226,262.2
2021-01-13,"3,809.84",90.32,0.09,22038.226,262.2
2021-01-12,"3,801.19",90.050003,0.09,22038.226,262.2
2021-01-11,"3,799.61",90.540001,0.09,22038.226,262.2
2021-01-08,"3,824.68",90.099998,0.09,22038.226,262.2
2021-01-07,"3,803.79",89.830002,0.09,22038.226,262.2
2021-01-06,"3,748.14",89.529999,0.09,22038.226,262.2
2021-01-05,"3,726.86",89.440002,0.09,22038.226,262.2
2021-01-04,"3,700.65",89.879997,0.09,22038.226,262.2
2020-12-31,"3,756.07",89.940002,0.09,21477.597,261.564
2020-12-30,"3,732.04",89.629997,0.09,21477.597,261.564
2020-12-29,"3,727.04",90.010002,0.09,21477.597,261.564
2020-12-28,"3,735.36",90.339996,0.09,21477.597,261.564
2020-12-24,"3,703.06",90.330002,0.09,21477.597,261.564
2020-12-23,"3,690.01",90.410004,0.09,21477.597,261.564
2020-12-22,"3,687.26",90.650002,0.09,21477.597,261.564
2020-12-21,"3,694.92",90.040001,0.09,21477.597,261.564
2020-12-18,"3,709.41",90.019997,0.09,21477.597,261.564
2020-12-17,"3,722.48",89.82,0.09,21477.597,261.564
2020-12-16,"3,701.17",90.449997,0.09,21477.597,261.564
2020-12-15,"3,694.62",90.470001,0.09,21477.597,261.564
2020-12-14,"3,647.49",90.709999,0.09,21477.597,261.564
2020-12-11,"3,663.46",90.980003,0.09,21477.597,261.564
2020-12-10,"3,668.10",90.790001,0.09,21477.597,261.564
2020-12-09,"3,672.82",91.089996,0.09,21477.597,261.564
2020-12-08,"3,702.25",90.970001,0.09,21477.597,261.564
2020-12-07,"3,691.96",90.790001,0.09,21477.597,261.564
2020-12-04,"3,699.12",90.699997,0.09,21477.597,261.564
2020-12-03,"3,666.72",90.709999,0.09,21477.597,261.564
2020-12-02,"3,669.01",91.120003,0.09,21477.597,261.564
2020-12-01,"3,662.45",91.309998,0.09,21477.597,261.564
2020-11-30,"3,621.63",91.870003,0.09,21477.597,260.721
2020-11-27,"3,638.35",91.790001,0.08,21477.597,260.721
2020-11-25,"3,629.65",91.989998,0.08,21477.597,260.721
2020-11-24,"3,635.41",92.230003,0.08,21477.597,260.721
2020-11-23,"3,577.59",92.510002,0.08,21477.597,260.721
2020-11-20,"3,557.54",92.389999,0.08,21477.597,260.721
2020-11-19,"3,581.87",92.290001,0.08,21477.597,260.721
2020-11-18,"3,567.79",92.32,0.09,21477.597,260.721
2020-11-17,"3,609.53",92.419998,0.09,21477.597,260.721
2020-11-16,"3,626.91",92.57,0.09,21477.597,260.721
2020-11-13,"3,585.15",92.760002,0.09,21477.597,260.721
2020-11-12,"3,537.01",92.959999,0.09,21477.597,260.721
2020-11-10,"3,545.53",92.75,0.09,21477.597,260.721
2020-11-09,"3,550.50",92.730003,0.09,21477.597,260.721
2020-11-06,"3,509.44",92.230003,0.09,21477.597,260.721
2020-11-05,"3,510.45",92.529999,0.09,21477.597,260.721
2020-11-04,"3,443.44",93.410004,0.09,21477.597,260.721
2020-11-03,"3,369.16",93.550003,0.09,21477.597,260.721
2020-11-02,"3,310.24",94.050003,0.09,21477.597,260.721
2020-10-30,"3,269.96",94.040001,0.09,21477.597,260.352
2020-10-29,"3,310.11",93.959999,0.09,21477.597,260.352
2020-10-28,"3,271.03",93.410004,0.09,21477.597,260.352
2020-10-27,"3,390.68",92.940002,0.09,21477.597,260.352
2020-10-26,"3,400.97",93.050003,0.09,21477.597,260.352
2020-10-23,"3,465.39",92.769997,0.09,21477.597,260.352
2020-10-22,"3,453.49",92.949997,0.09,21477.597,260.352
2020-10-21,"3,435.56",92.610001,0.09,21477.597,260.352
2020-10-20,"3,443.12",93.07,0.09,21477.597,260.352
2020-10-19,"3,426.92",93.43,0.09,21477.597,260.352
2020-10-16,"3,483.81",93.68,0.09,21477.597,260.352
2020-10-15,"3,483.34",93.860001,0.09,21477.597,260.352
2020-10-14,"3,488.67",93.379997,0.09,21477.597,260.352
2020-10-13,"3,511.93",93.529999,0.09,21477.597,260.352
2020-10-09,"3,477.14",93.059998,0.09,21477.597,260.352
2020-10-08,"3,446.83",93.610001,0.09,21477.597,260.352
2020-10-07,"3,419.44",93.629997,0.09,21477.597,260.352
2020-10-06,"3,360.97",93.830002,0.09,21477.597,260.352
2020-10-05,"3,408.60",93.510002,0.09,21477.597,260.352
2020-10-02,"3,348.42",93.839996,0.09,21477.597,260.352
2020-10-01,"3,380.80",93.709999,0.09,21477.597,260.352
2020-09-30,"3,363.00",93.889999,0.09,21138.574,260.19
2020-09-29,"3,335.47",93.889999,0.09,21138.574,260.19
2020-09-28,"3,351.60",94.260002,0.09,21138.574,260.19
2020-09-25,"3,298.46",94.580002,0.09,21138.574,260.19
2020-09-24,"3,246.59",94.349998,0.09,21138.574,260.19
2020-09-23,"3,236.92",94.389999,0.09,21138.574,260.19
2020-09-22,"3,315.57",93.989998,0.09,21138.574,260.19
2020-09-21,"3,281.06",93.540001,0.09,21138.574,260.19
2020-09-18,"3,319.47",92.93,0.09,21138.574,260.19
2020-09-17,"3,357.01",92.970001,0.09,21138.574,260.19
2020-09-16,"3,385.49",93.209999,0.09,21138.574,260.19
2020-09-15,"3,401.20",93.050003,0.09,21138.574,260.19
2020-09-14,"3,383.54",93.07,0.09,21138.574,260.19
2020-09-11,"3,340.97",93.330002,0.09,21138.574,260.19
2020-09-10,"3,339.19",93.339996,0.09,21138.574,260.19
2020-09-09,"3,398.96",93.260002,0.09,21138.574,260.19
2020-09-08,"3,331.84",93.480003,0.09,21138.574,260.19
2020-09-04,"3,426.96",92.720001,0.09,21138.574,260.19
2020-09-03,"3,455.06",92.739998,0.09,21138.574,260.19
2020-09-02,"3,580.84",92.849998,0.09,21138.574,260.19
2020-09-01,"3,526.65",92.339996,0.09,21138.574,260.19
2020-08-31,"3,500.31",92.139999,0.09,21138.574,259.58
2020-08-28,"3,508.01",92.370003,0.09,21138.574,259.58
2020-08-27,"3,484.55",93.010002,0.08,21138.574,259.58
2020-08-26,"3,478.73",93.010002,0.09,21138.574,259.58
2020-08-25,"3,443.62",93.019997,0.09,21138.574,259.58
2020-08-24,"3,431.28",93.300003,0.09,21138.574,259.58
2020-08-21,"3,397.16",93.25,0.09,21138.574,259.58
2020-08-20,"3,385.51",92.790001,0.09,21138.574,259.58
2020-08-19,"3,374.85",92.889999,0.09,21138.574,259.58
2020-08-18,"3,389.78",92.269997,0.09,21138.574,259.58
2020-08-17,"3,381.99",92.849998,0.1,21138.574,259.58
2020-08-14,"3,372.85",93.099998,0.1,21138.574,259.58
2020-08-13,"3,373.43",93.339996,0.1,21138.574,259.58
2020-08-12,"3,380.35",93.440002,0.1,21138.574,259.58
2020-08-11,"3,333.69",93.629997,0.1,21138.574,259.58
2020-08-10,"3,360.47",93.580002,0.1,21138.574,259.58
2020-08-07,"3,351.28",93.440002,0.1,21138.574,259.58
2020-08-06,"3,349.16",92.790001,0.1,21138.574,259.58
2020-08-05,"3,327.77",92.830002,0.1,21138.574,259.58
2020-08-04,"3,306.51",93.379997,0.1,21138.574,259.58
2020-08-03,"3,294.61",93.5,0.1,21138.574,259.58
2020-07-31,"3,271.12",93.489998,0.1,21138.574,258.543
2020-07-30,"3,246.22",93.019997,0.1,21138.574,258.543
2020-07-29,"3,258.44",93.260002,0.1,21138.574,258.543
2020-07-28,"3,218.44",93.760002,0.1,21138.574,258.543
2020-07-27,"3,239.41",93.669998,0.1,21138.574,258.543
2020-07-24,"3,215.63",94.440002,0.09,21138.574,258.543
2020-07-23,"3,235.66",94.690002,0.09,21138.574,258.543
2020-07-22,"3,276.02",94.970001,0.09,21138.574,258.543
2020-07-21,"3,257.30",95.120003,0.1,21138.574,258.543
2020-07-20,"3,251.84",95.830002,0.1,21138.574,258.543
2020-07-17,"3,224.73",95.940002,0.09,21138.574,258.543
2020-07-16,"3,215.57",96.349998,0.1,21138.574,258.543
2020-07-15,"3,226.56",96.080002,0.1,21138.574,258.543
2020-07-14,"3,197.52",96.260002,0.09,21138.574,258.543
2020-07-13,"3,155.22",96.459999,0.09,21138.574,258.543
2020-07-10,"3,185.04",96.650002,0.09,21138.574,258.543
2020-07-09,"3,152.05",96.699997,0.09,21138.574,258.543
2020-07-08,"3,169.94",96.43,0.09,21138.574,258.543
2020-07-07,"3,145.32",96.879997,0.09,21138.574,258.543
2020-07-06,"3,179.72",96.790001,0.09,21138.574,258.543
2020-07-02,"3,130.01",97.32,0.09,21138.574,258.543
2020-07-01,"3,115.86",97.199997,0.08,21138.574,258.543
